"Código","Unidade Territorial","UF","Referência","Número de pessoas cadastradas no Cadastro Único em domicílios rurais","Número de pessoas cadastradas no Cadastro Único em domicílios urbanos"
"150747","SÃO JOÃO DE PIRABAS","PA","10/2016","6236","10202"
"150747","SÃO JOÃO DE PIRABAS","PA","01/2016","6129","10366"
"150747","SÃO JOÃO DE PIRABAS","PA","01/2015","6182","10333"
"150747","SÃO JOÃO DE PIRABAS","PA","05/2015","6255","10537"
"150747","SÃO JOÃO DE PIRABAS","PA","09/2015","6208","10508"
"150747","SÃO JOÃO DE PIRABAS","PA","08/2015","6199","10473"
"150747","SÃO JOÃO DE PIRABAS","PA","12/2015","6163","10557"
"150747","SÃO JOÃO DE PIRABAS","PA","06/2015","6256","10548"
"150747","SÃO JOÃO DE PIRABAS","PA","04/2015","6253","10518"
"150747","SÃO JOÃO DE PIRABAS","PA","10/2015","6181","10524"
"150747","SÃO JOÃO DE PIRABAS","PA","11/2015","6174","10517"
"150747","SÃO JOÃO DE PIRABAS","PA","02/2015","6246","10385"
"150747","SÃO JOÃO DE PIRABAS","PA","07/2015","6200","10479"
"150747","SÃO JOÃO DE PIRABAS","PA","03/2015","6267","10469"
"150747","SÃO JOÃO DE PIRABAS","PA","11/2014","6212","10528"
"150747","SÃO JOÃO DE PIRABAS","PA","10/2014","6059","10443"
"150747","SÃO JOÃO DE PIRABAS","PA","12/2014","6282","10549"
"150747","SÃO JOÃO DE PIRABAS","PA","09/2014","5686","10720"
"150747","SÃO JOÃO DE PIRABAS","PA","08/2014","5421","11073"
"150747","SÃO JOÃO DE PIRABAS","PA","07/2014","5408","11114"
"150747","SÃO JOÃO DE PIRABAS","PA","03/2014","4814","11782"
"150747","SÃO JOÃO DE PIRABAS","PA","06/2014","5322","11211"
"150747","SÃO JOÃO DE PIRABAS","PA","05/2014","5129","11413"
"150747","SÃO JOÃO DE PIRABAS","PA","04/2014","5097","11488"
"150747","SÃO JOÃO DE PIRABAS","PA","02/2014","4617","11870"
"150747","SÃO JOÃO DE PIRABAS","PA","01/2014","4505","11886"
"150747","SÃO JOÃO DE PIRABAS","PA","11/2013","4515","11912"
"150747","SÃO JOÃO DE PIRABAS","PA","10/2013","4458","11933"
"150747","SÃO JOÃO DE PIRABAS","PA","12/2013","4510","11893"
"150747","SÃO JOÃO DE PIRABAS","PA","09/2013","4373","11950"
"150747","SÃO JOÃO DE PIRABAS","PA","08/2013","4308","11984"
"150747","SÃO JOÃO DE PIRABAS","PA","07/2013","4242","12013"
"150747","SÃO JOÃO DE PIRABAS","PA","05/2013","4177","12118"
"150747","SÃO JOÃO DE PIRABAS","PA","04/2013","4162","12136"
"150747","SÃO JOÃO DE PIRABAS","PA","02/2013","3713","12498"
"150747","SÃO JOÃO DE PIRABAS","PA","01/2013","3614","12546"
"150747","SÃO JOÃO DE PIRABAS","PA","06/2013","4256","12076"
"150747","SÃO JOÃO DE PIRABAS","PA","03/2013","3927","12263"
"150747","SÃO JOÃO DE PIRABAS","PA","12/2012","3532","12607"
"150747","SÃO JOÃO DE PIRABAS","PA","11/2012","3212","12893"
"150747","SÃO JOÃO DE PIRABAS","PA","10/2012","3013","13082"
"150747","SÃO JOÃO DE PIRABAS","PA","09/2012","2904","13100"
"150747","SÃO JOÃO DE PIRABAS","PA","08/2012","2516","13347"
"150747","SÃO JOÃO DE PIRABAS","PA","09/2022","6509","9559"
"150747","SÃO JOÃO DE PIRABAS","PA","10/2025","7013","9514"
"150747","SÃO JOÃO DE PIRABAS","PA","12/2025","7085","9615"
"150747","SÃO JOÃO DE PIRABAS","PA","06/2025","6995","9638"
"150747","SÃO JOÃO DE PIRABAS","PA","01/2025","6969","9676"
"150747","SÃO JOÃO DE PIRABAS","PA","05/2025","6986","9615"
"150747","SÃO JOÃO DE PIRABAS","PA","01/2026","7125","9645"
"150747","SÃO JOÃO DE PIRABAS","PA","02/2026","7183","9693"
"150747","SÃO JOÃO DE PIRABAS","PA","03/2026","7230","9730"
"150747","SÃO JOÃO DE PIRABAS","PA","04/2026","7293","9740"
"150747","SÃO JOÃO DE PIRABAS","PA","05/2026","7325","9779"
"150747","SÃO JOÃO DE PIRABAS","PA","06/2026","7367","9801"
"150747","SÃO JOÃO DE PIRABAS","PA","07/2026","7396","9822"
"150747","SÃO JOÃO DE PIRABAS","PA","08/2026","7404","9852"
"150747","SÃO JOÃO DE PIRABAS","PA","02/2025","6977","9616"
"150747","SÃO JOÃO DE PIRABAS","PA","09/2025","6936","9500"
"150747","SÃO JOÃO DE PIRABAS","PA","07/2025","6965","9603"
"150747","SÃO JOÃO DE PIRABAS","PA","03/2025","6988","9604"
"150747","SÃO JOÃO DE PIRABAS","PA","08/2025","6920","9500"
"150747","SÃO JOÃO DE PIRABAS","PA","11/2025","7032","9502"
"150747","SÃO JOÃO DE PIRABAS","PA","02/2024","6969","9721"
"150747","SÃO JOÃO DE PIRABAS","PA","09/2024","6970","9678"
"150747","SÃO JOÃO DE PIRABAS","PA","10/2024","6987","9710"
"150747","SÃO JOÃO DE PIRABAS","PA","08/2024","6971","9721"
"150747","SÃO JOÃO DE PIRABAS","PA","07/2024","6940","9714"
"150747","SÃO JOÃO DE PIRABAS","PA","06/2024","7018","9820"
"150747","SÃO JOÃO DE PIRABAS","PA","03/2024","6970","9752"
"150747","SÃO JOÃO DE PIRABAS","PA","04/2024","6995","9809"
"150747","SÃO JOÃO DE PIRABAS","PA","05/2024","6996","9815"
"150747","SÃO JOÃO DE PIRABAS","PA","01/2024","6952","9755"
"150747","SÃO JOÃO DE PIRABAS","PA","12/2024","7043","9764"
"150747","SÃO JOÃO DE PIRABAS","PA","11/2024","7012","9724"
"150747","SÃO JOÃO DE PIRABAS","PA","05/2023","6845","9521"
"150747","SÃO JOÃO DE PIRABAS","PA","12/2023","7126","9917"
"150747","SÃO JOÃO DE PIRABAS","PA","11/2023","7072","9887"
"150747","SÃO JOÃO DE PIRABAS","PA","08/2023","6928","9558"
"150747","SÃO JOÃO DE PIRABAS","PA","01/2023","6946","9748"
"150747","SÃO JOÃO DE PIRABAS","PA","06/2023","6894","9529"
"150747","SÃO JOÃO DE PIRABAS","PA","02/2023","6988","9764"
"150750","SÃO JOÃO DO ARAGUAIA","PA","12/2015","4283","6273"
"150750","SÃO JOÃO DO ARAGUAIA","PA","12/2025","9546","2729"
"150750","SÃO JOÃO DO ARAGUAIA","PA","03/2025","9195","2973"
"150750","SÃO JOÃO DO ARAGUAIA","PA","02/2025","9193","2976"
"150750","SÃO JOÃO DO ARAGUAIA","PA","09/2025","9376","2791"
"150750","SÃO JOÃO DO ARAGUAIA","PA","11/2025","9471","2736"
"150750","SÃO JOÃO DO ARAGUAIA","PA","01/2026","9543","2723"
"150750","SÃO JOÃO DO ARAGUAIA","PA","02/2026","9594","2709"
"150750","SÃO JOÃO DO ARAGUAIA","PA","03/2026","9566","2687"
"150750","SÃO JOÃO DO ARAGUAIA","PA","04/2026","9602","2673"
"150750","SÃO JOÃO DO ARAGUAIA","PA","05/2026","9668","2627"
"150750","SÃO JOÃO DO ARAGUAIA","PA","06/2026","9719","2608"
"150750","SÃO JOÃO DO ARAGUAIA","PA","07/2026","9738","2592"
"150750","SÃO JOÃO DO ARAGUAIA","PA","08/2026","9759","2587"
"150750","SÃO JOÃO DO ARAGUAIA","PA","08/2012","2648","5955"
"150750","SÃO JOÃO DO ARAGUAIA","PA","09/2012","2741","5928"
"150750","SÃO JOÃO DO ARAGUAIA","PA","10/2012","2800","5893"
"150750","SÃO JOÃO DO ARAGUAIA","PA","11/2012","2830","5847"
"150750","SÃO JOÃO DO ARAGUAIA","PA","12/2012","2825","5827"
"150750","SÃO JOÃO DO ARAGUAIA","PA","04/2013","3473","5333"
"150750","SÃO JOÃO DO ARAGUAIA","PA","03/2013","2987","5922"
"150750","SÃO JOÃO DO ARAGUAIA","PA","05/2013","3588","5301"
"150750","SÃO JOÃO DO ARAGUAIA","PA","06/2013","3978","4996"
"150750","SÃO JOÃO DO ARAGUAIA","PA","01/2013","2822","5809"
"150750","SÃO JOÃO DO ARAGUAIA","PA","02/2013","2942","5879"
"150750","SÃO JOÃO DO ARAGUAIA","PA","07/2013","3909","4951"
"150750","SÃO JOÃO DO ARAGUAIA","PA","08/2013","4210","4860"
"150750","SÃO JOÃO DO ARAGUAIA","PA","09/2013","4194","4843"
"150750","SÃO JOÃO DO ARAGUAIA","PA","12/2013","4135","5079"
"150750","SÃO JOÃO DO ARAGUAIA","PA","10/2013","4209","4898"
"150750","SÃO JOÃO DO ARAGUAIA","PA","11/2013","4205","4965"
"150750","SÃO JOÃO DO ARAGUAIA","PA","01/2014","4161","5079"
"150750","SÃO JOÃO DO ARAGUAIA","PA","02/2014","4182","5185"
"150750","SÃO JOÃO DO ARAGUAIA","PA","05/2014","4268","5571"
"150750","SÃO JOÃO DO ARAGUAIA","PA","04/2014","4303","5498"
"150750","SÃO JOÃO DO ARAGUAIA","PA","06/2014","4307","5692"
"150750","SÃO JOÃO DO ARAGUAIA","PA","03/2014","4325","5315"
"150750","SÃO JOÃO DO ARAGUAIA","PA","07/2014","4370","5780"
"150750","SÃO JOÃO DO ARAGUAIA","PA","08/2014","4389","5880"
"150750","SÃO JOÃO DO ARAGUAIA","PA","09/2014","4393","5925"
"150750","SÃO JOÃO DO ARAGUAIA","PA","05/2015","4281","6066"
"150750","SÃO JOÃO DO ARAGUAIA","PA","06/2015","4310","6085"
"150750","SÃO JOÃO DO ARAGUAIA","PA","03/2016","4261","6244"
"150750","SÃO JOÃO DO ARAGUAIA","PA","10/2016","4524","6390"
"150750","SÃO JOÃO DO ARAGUAIA","PA","01/2016","4218","6150"
"150750","SÃO JOÃO DO ARAGUAIA","PA","05/2016","4392","6334"
"150750","SÃO JOÃO DO ARAGUAIA","PA","07/2016","4415","6334"
"150750","SÃO JOÃO DO ARAGUAIA","PA","11/2016","4571","6386"
"150750","SÃO JOÃO DO ARAGUAIA","PA","06/2016","4417","6336"
"150750","SÃO JOÃO DO ARAGUAIA","PA","08/2016","4426","6352"
"150750","SÃO JOÃO DO ARAGUAIA","PA","09/2016","4450","6387"
"150750","SÃO JOÃO DO ARAGUAIA","PA","02/2016","4229","6179"
"150750","SÃO JOÃO DO ARAGUAIA","PA","12/2016","4582","6325"
"150750","SÃO JOÃO DO ARAGUAIA","PA","04/2016","4315","6292"
"150750","SÃO JOÃO DO ARAGUAIA","PA","11/2017","4753","6350"
"150750","SÃO JOÃO DO ARAGUAIA","PA","06/2017","4762","6507"
"150750","SÃO JOÃO DO ARAGUAIA","PA","05/2017","4774","6500"
"150750","SÃO JOÃO DO ARAGUAIA","PA","03/2017","4693","6403"
"150750","SÃO JOÃO DO ARAGUAIA","PA","07/2017","4775","6517"
"150750","SÃO JOÃO DO ARAGUAIA","PA","01/2017","4602","6352"
"150750","SÃO JOÃO DO ARAGUAIA","PA","04/2017","4770","6464"
"150750","SÃO JOÃO DO ARAGUAIA","PA","09/2017","4625","6251"
"150750","SÃO JOÃO DO ARAGUAIA","PA","08/2017","4799","6563"
"150750","SÃO JOÃO DO ARAGUAIA","PA","02/2017","4643","6396"
"150750","SÃO JOÃO DO ARAGUAIA","PA","12/2017","4848","6416"
"150750","SÃO JOÃO DO ARAGUAIA","PA","10/2017","4653","6288"
"150750","SÃO JOÃO DO ARAGUAIA","PA","12/2018","5237","6113"
"150750","SÃO JOÃO DO ARAGUAIA","PA","05/2018","5067","6435"
"150750","SÃO JOÃO DO ARAGUAIA","PA","03/2018","4923","6406"
"150750","SÃO JOÃO DO ARAGUAIA","PA","04/2018","5008","6406"
"150750","SÃO JOÃO DO ARAGUAIA","PA","06/2018","5142","6485"
"150750","SÃO JOÃO DO ARAGUAIA","PA","07/2018","5154","6480"
"150750","SÃO JOÃO DO ARAGUAIA","PA","08/2018","5067","6237"
"150750","SÃO JOÃO DO ARAGUAIA","PA","09/2018","5101","6245"
"150750","SÃO JOÃO DO ARAGUAIA","PA","01/2018","4894","6433"
"150750","SÃO JOÃO DO ARAGUAIA","PA","11/2018","5210","6197"
"150750","SÃO JOÃO DO ARAGUAIA","PA","02/2018","4952","6456"
"150750","SÃO JOÃO DO ARAGUAIA","PA","10/2018","5161","6242"
"150750","SÃO JOÃO DO ARAGUAIA","PA","06/2019","5575","6101"
"150750","SÃO JOÃO DO ARAGUAIA","PA","11/2019","5732","5846"
"150750","SÃO JOÃO DO ARAGUAIA","PA","04/2019","5417","6100"
"150750","SÃO JOÃO DO ARAGUAIA","PA","05/2019","5489","6099"
"150750","SÃO JOÃO DO ARAGUAIA","PA","07/2019","5565","6104"
"150750","SÃO JOÃO DO ARAGUAIA","PA","01/2019","5266","6134"
"150750","SÃO JOÃO DO ARAGUAIA","PA","03/2019","5383","6152"
"150750","SÃO JOÃO DO ARAGUAIA","PA","02/2019","5343","6159"
"150750","SÃO JOÃO DO ARAGUAIA","PA","08/2019","5619","6098"
"150750","SÃO JOÃO DO ARAGUAIA","PA","10/2019","5669","5857"
"150750","SÃO JOÃO DO ARAGUAIA","PA","12/2019","5747","5841"
"150750","SÃO JOÃO DO ARAGUAIA","PA","09/2019","5550","5862"
"150750","SÃO JOÃO DO ARAGUAIA","PA","01/2020","5765","5854"
"150750","SÃO JOÃO DO ARAGUAIA","PA","09/2020","5820","5765"
"150750","SÃO JOÃO DO ARAGUAIA","PA","10/2020","5837","5780"
"150750","SÃO JOÃO DO ARAGUAIA","PA","02/2020","5721","5719"
"150750","SÃO JOÃO DO ARAGUAIA","PA","04/2020","5775","5747"
"150750","SÃO JOÃO DO ARAGUAIA","PA","05/2020","5780","5744"
"150750","SÃO JOÃO DO ARAGUAIA","PA","08/2020","5817","5757"
"150750","SÃO JOÃO DO ARAGUAIA","PA","12/2020","5747","5621"
"150750","SÃO JOÃO DO ARAGUAIA","PA","07/2020","5788","5758"
"150750","SÃO JOÃO DO ARAGUAIA","PA","03/2020","5742","5744"
"150750","SÃO JOÃO DO ARAGUAIA","PA","11/2020","5717","5624"
"150750","SÃO JOÃO DO ARAGUAIA","PA","06/2020","5781","5747"
"150750","SÃO JOÃO DO ARAGUAIA","PA","11/2021","6933","4849"
"150750","SÃO JOÃO DO ARAGUAIA","PA","05/2021","6398","5193"
"150750","SÃO JOÃO DO ARAGUAIA","PA","07/2021","6513","5167"
"150750","SÃO JOÃO DO ARAGUAIA","PA","03/2021","6072","5357"
"150750","SÃO JOÃO DO ARAGUAIA","PA","01/2021","5782","5591"
"150750","SÃO JOÃO DO ARAGUAIA","PA","02/2021","5918","5488"
"150750","SÃO JOÃO DO ARAGUAIA","PA","10/2021","6639","5184"
"150750","SÃO JOÃO DO ARAGUAIA","PA","09/2021","6584","5169"
"150750","SÃO JOÃO DO ARAGUAIA","PA","08/2021","6563","5167"
"150750","SÃO JOÃO DO ARAGUAIA","PA","12/2021","6969","4837"
"150750","SÃO JOÃO DO ARAGUAIA","PA","04/2021","6306","5199"
"150750","SÃO JOÃO DO ARAGUAIA","PA","06/2021","6460","5181"
"150750","SÃO JOÃO DO ARAGUAIA","PA","06/2022","7816","4246"
"150750","SÃO JOÃO DO ARAGUAIA","PA","10/2022","8440","3943"
"150750","SÃO JOÃO DO ARAGUAIA","PA","03/2022","7137","4822"
"150750","SÃO JOÃO DO ARAGUAIA","PA","02/2022","7080","4856"
"150750","SÃO JOÃO DO ARAGUAIA","PA","04/2022","7329","4655"
"150750","SÃO JOÃO DO ARAGUAIA","PA","11/2022","8631","3831"
"150750","SÃO JOÃO DO ARAGUAIA","PA","12/2022","8719","3768"
"150750","SÃO JOÃO DO ARAGUAIA","PA","08/2022","8116","4043"
"150750","SÃO JOÃO DO ARAGUAIA","PA","09/2022","8294","4000"
"150750","SÃO JOÃO DO ARAGUAIA","PA","05/2022","7518","4537"
"150750","SÃO JOÃO DO ARAGUAIA","PA","01/2022","6952","4837"
"150750","SÃO JOÃO DO ARAGUAIA","PA","07/2022","7945","4109"
"150750","SÃO JOÃO DO ARAGUAIA","PA","03/2023","8870","3745"
"150750","SÃO JOÃO DO ARAGUAIA","PA","04/2023","8862","3586"
"150750","SÃO JOÃO DO ARAGUAIA","PA","01/2023","8723","3757"
"150750","SÃO JOÃO DO ARAGUAIA","PA","05/2023","8963","3557"
"150750","SÃO JOÃO DO ARAGUAIA","PA","07/2023","9064","3519"
"150750","SÃO JOÃO DO ARAGUAIA","PA","02/2023","8796","3745"
"150750","SÃO JOÃO DO ARAGUAIA","PA","08/2023","9062","3521"
"150750","SÃO JOÃO DO ARAGUAIA","PA","09/2023","9146","3500"
"150750","SÃO JOÃO DO ARAGUAIA","PA","11/2023","9257","3474"
"150750","SÃO JOÃO DO ARAGUAIA","PA","06/2023","9034","3535"
"150750","SÃO JOÃO DO ARAGUAIA","PA","10/2023","9217","3488"
"150750","SÃO JOÃO DO ARAGUAIA","PA","12/2023","9321","3460"
"150750","SÃO JOÃO DO ARAGUAIA","PA","01/2024","9018","3395"
"150750","SÃO JOÃO DO ARAGUAIA","PA","09/2024","9102","2996"
"150750","SÃO JOÃO DO ARAGUAIA","PA","04/2024","9095","3335"
"150750","SÃO JOÃO DO ARAGUAIA","PA","05/2024","9148","3301"
"150750","SÃO JOÃO DO ARAGUAIA","PA","08/2024","9122","3088"
"150750","SÃO JOÃO DO ARAGUAIA","PA","06/2024","9152","3278"
"150750","SÃO JOÃO DO ARAGUAIA","PA","11/2024","9154","2995"
"150750","SÃO JOÃO DO ARAGUAIA","PA","02/2024","9003","3399"
"150750","SÃO JOÃO DO ARAGUAIA","PA","03/2024","9064","3354"
"150750","SÃO JOÃO DO ARAGUAIA","PA","12/2024","9283","3016"
"150750","SÃO JOÃO DO ARAGUAIA","PA","10/2024","9147","3006"
"150750","SÃO JOÃO DO ARAGUAIA","PA","07/2024","9070","3122"
"150750","SÃO JOÃO DO ARAGUAIA","PA","05/2025","9240","2944"
"150750","SÃO JOÃO DO ARAGUAIA","PA","06/2025","9268","2933"
"150750","SÃO JOÃO DO ARAGUAIA","PA","01/2025","9203","2987"
"150750","SÃO JOÃO DO ARAGUAIA","PA","08/2025","9231","2821"
"150750","SÃO JOÃO DO ARAGUAIA","PA","10/2025","9443","2770"
"150750","SÃO JOÃO DO ARAGUAIA","PA","11/2014","4446","5964"
"150750","SÃO JOÃO DO ARAGUAIA","PA","12/2014","4465","5996"
"150750","SÃO JOÃO DO ARAGUAIA","PA","10/2014","4421","5952"
"150750","SÃO JOÃO DO ARAGUAIA","PA","08/2015","4195","6159"
"150750","SÃO JOÃO DO ARAGUAIA","PA","02/2015","4169","5908"
"150750","SÃO JOÃO DO ARAGUAIA","PA","03/2015","4232","5964"
"150750","SÃO JOÃO DO ARAGUAIA","PA","10/2015","4273","6178"
"150750","SÃO JOÃO DO ARAGUAIA","PA","04/2015","4267","5985"
"150750","SÃO JOÃO DO ARAGUAIA","PA","07/2015","4195","6121"
"150750","SÃO JOÃO DO ARAGUAIA","PA","01/2015","4142","5889"
"150750","SÃO JOÃO DO ARAGUAIA","PA","11/2015","4272","6264"
"150750","SÃO JOÃO DO ARAGUAIA","PA","09/2015","4194","6171"
"150750","SÃO JOÃO DO ARAGUAIA","PA","07/2025","9285","2872"
"150760","SÃO MIGUEL DO GUAMÁ","PA","12/2013","12065","24848"
"150760","SÃO MIGUEL DO GUAMÁ","PA","08/2012","7908","27220"
"150760","SÃO MIGUEL DO GUAMÁ","PA","09/2012","8180","26984"
"150760","SÃO MIGUEL DO GUAMÁ","PA","10/2012","8483","26783"
"150760","SÃO MIGUEL DO GUAMÁ","PA","11/2012","8870","26469"
"150760","SÃO MIGUEL DO GUAMÁ","PA","12/2012","9417","25854"
"150760","SÃO MIGUEL DO GUAMÁ","PA","04/2013","10233","25289"
"150760","SÃO MIGUEL DO GUAMÁ","PA","03/2013","9644","25658"
"150760","SÃO MIGUEL DO GUAMÁ","PA","06/2013","10609","25037"
"150760","SÃO MIGUEL DO GUAMÁ","PA","01/2013","9426","25839"
"150760","SÃO MIGUEL DO GUAMÁ","PA","02/2013","9625","25744"
"150760","SÃO MIGUEL DO GUAMÁ","PA","05/2013","10328","25216"
"150760","SÃO MIGUEL DO GUAMÁ","PA","07/2013","10626","25000"
"150760","SÃO MIGUEL DO GUAMÁ","PA","08/2013","11312","24784"
"150760","SÃO MIGUEL DO GUAMÁ","PA","09/2013","11548","24771"
"150760","SÃO MIGUEL DO GUAMÁ","PA","10/2013","11728","24752"
"150760","SÃO MIGUEL DO GUAMÁ","PA","11/2013","11976","24857"
"150760","SÃO MIGUEL DO GUAMÁ","PA","05/2014","12222","24982"
"150760","SÃO MIGUEL DO GUAMÁ","PA","06/2014","12277","24986"
"150760","SÃO MIGUEL DO GUAMÁ","PA","10/2014","12450","25199"
"150760","SÃO MIGUEL DO GUAMÁ","PA","01/2014","12100","24885"
"150760","SÃO MIGUEL DO GUAMÁ","PA","02/2014","12078","25101"
"150760","SÃO MIGUEL DO GUAMÁ","PA","04/2014","12162","25034"
"150760","SÃO MIGUEL DO GUAMÁ","PA","03/2014","12152","25101"
"150760","SÃO MIGUEL DO GUAMÁ","PA","07/2014","12306","24986"
"150760","SÃO MIGUEL DO GUAMÁ","PA","08/2014","12326","25032"
"150760","SÃO MIGUEL DO GUAMÁ","PA","09/2014","12405","25093"
"150760","SÃO MIGUEL DO GUAMÁ","PA","12/2014","12496","25351"
"150760","SÃO MIGUEL DO GUAMÁ","PA","11/2014","12490","25293"
"150760","SÃO MIGUEL DO GUAMÁ","PA","09/2015","11869","23578"
"150760","SÃO MIGUEL DO GUAMÁ","PA","12/2015","11928","23939"
"150760","SÃO MIGUEL DO GUAMÁ","PA","03/2015","11826","23520"
"150760","SÃO MIGUEL DO GUAMÁ","PA","11/2015","11930","23872"
"150760","SÃO MIGUEL DO GUAMÁ","PA","01/2015","11791","23550"
"150760","SÃO MIGUEL DO GUAMÁ","PA","05/2015","11960","23747"
"150760","SÃO MIGUEL DO GUAMÁ","PA","04/2015","11920","23631"
"150760","SÃO MIGUEL DO GUAMÁ","PA","07/2015","11812","23467"
"150760","SÃO MIGUEL DO GUAMÁ","PA","10/2015","11927","23729"
"150760","SÃO MIGUEL DO GUAMÁ","PA","02/2015","11778","23501"
"150760","SÃO MIGUEL DO GUAMÁ","PA","06/2015","12002","23845"
"150760","SÃO MIGUEL DO GUAMÁ","PA","08/2015","11820","23467"
"150760","SÃO MIGUEL DO GUAMÁ","PA","02/2016","11776","23164"
"150760","SÃO MIGUEL DO GUAMÁ","PA","11/2016","12211","24223"
"150760","SÃO MIGUEL DO GUAMÁ","PA","06/2016","11979","23759"
"150760","SÃO MIGUEL DO GUAMÁ","PA","05/2016","11946","23607"
"150760","SÃO MIGUEL DO GUAMÁ","PA","04/2016","11810","23326"
"150760","SÃO MIGUEL DO GUAMÁ","PA","10/2016","12129","24078"
"150760","SÃO MIGUEL DO GUAMÁ","PA","01/2016","11778","23175"
"150760","SÃO MIGUEL DO GUAMÁ","PA","03/2016","11776","23162"
"150760","SÃO MIGUEL DO GUAMÁ","PA","09/2016","12054","23851"
"150760","SÃO MIGUEL DO GUAMÁ","PA","12/2016","12088","23225"
"150760","SÃO MIGUEL DO GUAMÁ","PA","07/2016","11972","23765"
"150760","SÃO MIGUEL DO GUAMÁ","PA","08/2016","11965","23740"
"150760","SÃO MIGUEL DO GUAMÁ","PA","11/2017","12257","23022"
"150760","SÃO MIGUEL DO GUAMÁ","PA","02/2017","12176","23455"
"150760","SÃO MIGUEL DO GUAMÁ","PA","03/2017","12217","23530"
"150760","SÃO MIGUEL DO GUAMÁ","PA","01/2017","12121","23276"
"150760","SÃO MIGUEL DO GUAMÁ","PA","12/2017","12340","23267"
"150760","SÃO MIGUEL DO GUAMÁ","PA","08/2017","12553","23801"
"150760","SÃO MIGUEL DO GUAMÁ","PA","04/2017","12289","23596"
"150760","SÃO MIGUEL DO GUAMÁ","PA","07/2017","12453","23654"
"150760","SÃO MIGUEL DO GUAMÁ","PA","09/2017","12096","22642"
"150760","SÃO MIGUEL DO GUAMÁ","PA","05/2017","12361","23639"
"150760","SÃO MIGUEL DO GUAMÁ","PA","10/2017","12167","22752"
"150760","SÃO MIGUEL DO GUAMÁ","PA","06/2017","12418","23642"
"150760","SÃO MIGUEL DO GUAMÁ","PA","07/2018","12340","23340"
"150760","SÃO MIGUEL DO GUAMÁ","PA","10/2018","12241","23003"
"150760","SÃO MIGUEL DO GUAMÁ","PA","08/2018","12109","22705"
"150760","SÃO MIGUEL DO GUAMÁ","PA","09/2018","12140","22789"
"150760","SÃO MIGUEL DO GUAMÁ","PA","02/2018","12352","23299"
"150760","SÃO MIGUEL DO GUAMÁ","PA","03/2018","12053","22885"
"150760","SÃO MIGUEL DO GUAMÁ","PA","11/2018","12314","23098"
"150760","SÃO MIGUEL DO GUAMÁ","PA","04/2018","12152","23035"
"150760","SÃO MIGUEL DO GUAMÁ","PA","12/2018","12127","22499"
"150760","SÃO MIGUEL DO GUAMÁ","PA","06/2018","12283","23255"
"150760","SÃO MIGUEL DO GUAMÁ","PA","01/2018","12332","23251"
"150760","SÃO MIGUEL DO GUAMÁ","PA","05/2018","12207","23161"
"150760","SÃO MIGUEL DO GUAMÁ","PA","06/2019","12385","22927"
"150760","SÃO MIGUEL DO GUAMÁ","PA","10/2019","12357","22712"
"150760","SÃO MIGUEL DO GUAMÁ","PA","03/2019","12216","22825"
"150760","SÃO MIGUEL DO GUAMÁ","PA","12/2019","12537","23041"
"150760","SÃO MIGUEL DO GUAMÁ","PA","09/2019","12200","22514"
"150760","SÃO MIGUEL DO GUAMÁ","PA","08/2019","12458","23151"
"150760","SÃO MIGUEL DO GUAMÁ","PA","05/2019","12292","22826"
"150760","SÃO MIGUEL DO GUAMÁ","PA","07/2019","12419","23016"
"150760","SÃO MIGUEL DO GUAMÁ","PA","01/2019","12140","22637"
"150760","SÃO MIGUEL DO GUAMÁ","PA","11/2019","12471","22889"
"150760","SÃO MIGUEL DO GUAMÁ","PA","04/2019","12203","22699"
"150760","SÃO MIGUEL DO GUAMÁ","PA","02/2019","12201","22739"
"150760","SÃO MIGUEL DO GUAMÁ","PA","09/2020","12498","22662"
"150760","SÃO MIGUEL DO GUAMÁ","PA","10/2020","12488","22674"
"150760","SÃO MIGUEL DO GUAMÁ","PA","11/2020","12334","22158"
"150760","SÃO MIGUEL DO GUAMÁ","PA","12/2020","12324","22180"
"150760","SÃO MIGUEL DO GUAMÁ","PA","01/2020","12607","23102"
"150760","SÃO MIGUEL DO GUAMÁ","PA","06/2020","12509","22612"
"150760","SÃO MIGUEL DO GUAMÁ","PA","05/2020","12503","22615"
"150760","SÃO MIGUEL DO GUAMÁ","PA","08/2020","12503","22656"
"150760","SÃO MIGUEL DO GUAMÁ","PA","02/2020","12480","22535"
"150760","SÃO MIGUEL DO GUAMÁ","PA","03/2020","12508","22604"
"150760","SÃO MIGUEL DO GUAMÁ","PA","07/2020","12508","22639"
"150760","SÃO MIGUEL DO GUAMÁ","PA","04/2020","12507","22612"
"150760","SÃO MIGUEL DO GUAMÁ","PA","10/2021","12374","22697"
"150760","SÃO MIGUEL DO GUAMÁ","PA","05/2021","12294","22331"
"150760","SÃO MIGUEL DO GUAMÁ","PA","06/2021","12306","22353"
"150760","SÃO MIGUEL DO GUAMÁ","PA","08/2021","12369","22482"
"150760","SÃO MIGUEL DO GUAMÁ","PA","01/2021","12323","22191"
"150760","SÃO MIGUEL DO GUAMÁ","PA","02/2021","12333","22264"
"150760","SÃO MIGUEL DO GUAMÁ","PA","12/2021","12405","22776"
"150760","SÃO MIGUEL DO GUAMÁ","PA","03/2021","12319","22353"
"150760","SÃO MIGUEL DO GUAMÁ","PA","11/2021","12380","22752"
"150760","SÃO MIGUEL DO GUAMÁ","PA","07/2021","12331","22399"
