"Código","Unidade Territorial","UF","Referência","Número de pessoas do sexo masculino cadastradas no Cadastro Único","Número de pessoas do sexo feminino cadastradas no Cadastro Único"
"150090","AUGUSTO CORRÊA","PA","08/2023","19648","20713"
"150090","AUGUSTO CORRÊA","PA","12/2024","18524","20323"
"150090","AUGUSTO CORRÊA","PA","04/2024","19055","20596"
"150090","AUGUSTO CORRÊA","PA","11/2024","18630","20327"
"150090","AUGUSTO CORRÊA","PA","10/2024","18564","20267"
"150090","AUGUSTO CORRÊA","PA","01/2024","19176","20683"
"150090","AUGUSTO CORRÊA","PA","06/2024","18873","20568"
"150090","AUGUSTO CORRÊA","PA","02/2024","19086","20654"
"150090","AUGUSTO CORRÊA","PA","05/2024","18908","20537"
"150090","AUGUSTO CORRÊA","PA","03/2024","19098","20618"
"150090","AUGUSTO CORRÊA","PA","08/2024","18630","20349"
"150090","AUGUSTO CORRÊA","PA","09/2024","18505","20218"
"150090","AUGUSTO CORRÊA","PA","07/2024","18613","20306"
"150090","AUGUSTO CORRÊA","PA","12/2025","18059","20095"
"150090","AUGUSTO CORRÊA","PA","10/2025","18131","20155"
"150090","AUGUSTO CORRÊA","PA","02/2025","18232","20129"
"150090","AUGUSTO CORRÊA","PA","11/2025","18097","20111"
"150090","AUGUSTO CORRÊA","PA","09/2025","18101","20129"
"150090","AUGUSTO CORRÊA","PA","06/2025","18230","20255"
"150090","AUGUSTO CORRÊA","PA","07/2025","18208","20215"
"150090","AUGUSTO CORRÊA","PA","08/2025","18094","20140"
"150090","AUGUSTO CORRÊA","PA","03/2025","18202","20089"
"150090","AUGUSTO CORRÊA","PA","01/2025","18295","20221"
"150090","AUGUSTO CORRÊA","PA","05/2025","18168","20186"
"150090","AUGUSTO CORRÊA","PA","01/2026","18043","20073"
"150090","AUGUSTO CORRÊA","PA","02/2026","18044","20089"
"150090","AUGUSTO CORRÊA","PA","03/2026","18030","20034"
"150090","AUGUSTO CORRÊA","PA","04/2026","18045","20055"
"150090","AUGUSTO CORRÊA","PA","05/2026","18091","20060"
"150090","AUGUSTO CORRÊA","PA","06/2026","18139","20093"
"150090","AUGUSTO CORRÊA","PA","07/2026","18139","20094"
"150090","AUGUSTO CORRÊA","PA","08/2026","18134","20064"
"150095","AURORA DO PARÁ","PA","10/2023","9352","10520"
"150095","AURORA DO PARÁ","PA","07/2026","8911","10622"
"150095","AURORA DO PARÁ","PA","06/2026","8885","10605"
"150095","AURORA DO PARÁ","PA","05/2026","8888","10583"
"150095","AURORA DO PARÁ","PA","04/2026","8867","10541"
"150095","AURORA DO PARÁ","PA","03/2026","8855","10541"
"150095","AURORA DO PARÁ","PA","02/2026","8862","10522"
"150095","AURORA DO PARÁ","PA","01/2026","8840","10483"
"150095","AURORA DO PARÁ","PA","05/2025","8840","10471"
"150095","AURORA DO PARÁ","PA","12/2025","8837","10474"
"150095","AURORA DO PARÁ","PA","06/2025","8846","10490"
"150095","AURORA DO PARÁ","PA","01/2025","8805","10331"
"150095","AURORA DO PARÁ","PA","03/2025","8859","10351"
"150095","AURORA DO PARÁ","PA","07/2025","8818","10453"
"150095","AURORA DO PARÁ","PA","10/2025","8820","10457"
"150095","AURORA DO PARÁ","PA","09/2025","8808","10447"
"150095","AURORA DO PARÁ","PA","02/2025","8865","10351"
"150095","AURORA DO PARÁ","PA","08/2025","8782","10414"
"150095","AURORA DO PARÁ","PA","11/2025","8834","10447"
"150095","AURORA DO PARÁ","PA","05/2024","8864","10542"
"150095","AURORA DO PARÁ","PA","09/2024","8675","10314"
"150095","AURORA DO PARÁ","PA","01/2024","8735","10437"
"150095","AURORA DO PARÁ","PA","04/2024","8864","10538"
"150095","AURORA DO PARÁ","PA","10/2024","8711","10323"
"150095","AURORA DO PARÁ","PA","02/2024","8794","10494"
"150095","AURORA DO PARÁ","PA","12/2024","8836","10376"
"150095","AURORA DO PARÁ","PA","11/2024","8760","10353"
"150095","AURORA DO PARÁ","PA","06/2024","8815","10539"
"150095","AURORA DO PARÁ","PA","08/2024","8711","10379"
"150095","AURORA DO PARÁ","PA","03/2024","8850","10538"
"150095","AURORA DO PARÁ","PA","07/2024","8667","10352"
"150095","AURORA DO PARÁ","PA","05/2023","9201","10362"
"150095","AURORA DO PARÁ","PA","04/2023","9176","10313"
"150095","AURORA DO PARÁ","PA","12/2023","9419","10589"
"150095","AURORA DO PARÁ","PA","02/2023","9200","10295"
"150095","AURORA DO PARÁ","PA","01/2023","9211","10303"
"150095","AURORA DO PARÁ","PA","06/2023","9211","10380"
"150095","AURORA DO PARÁ","PA","03/2023","9268","10363"
"150095","AURORA DO PARÁ","PA","09/2023","9338","10511"
"150095","AURORA DO PARÁ","PA","07/2023","9230","10401"
"150095","AURORA DO PARÁ","PA","11/2023","9390","10563"
"150095","AURORA DO PARÁ","PA","08/2023","9294","10474"
"150095","AURORA DO PARÁ","PA","08/2026","8936","10615"
"150095","AURORA DO PARÁ","PA","12/2022","9208","10317"
"150095","AURORA DO PARÁ","PA","07/2022","8914","10195"
"150095","AURORA DO PARÁ","PA","09/2022","8994","10194"
"150095","AURORA DO PARÁ","PA","08/2022","8914","10164"
"150095","AURORA DO PARÁ","PA","04/2022","8436","9955"
"150095","AURORA DO PARÁ","PA","01/2022","7763","9702"
"150095","AURORA DO PARÁ","PA","11/2022","9189","10321"
"150095","AURORA DO PARÁ","PA","02/2022","7911","9781"
"150095","AURORA DO PARÁ","PA","10/2022","9093","10252"
"150095","AURORA DO PARÁ","PA","05/2022","8640","10069"
"150095","AURORA DO PARÁ","PA","06/2022","8798","10152"
"150095","AURORA DO PARÁ","PA","03/2022","8212","9892"
"150095","AURORA DO PARÁ","PA","05/2021","7308","9243"
"150095","AURORA DO PARÁ","PA","09/2021","7397","9423"
"150095","AURORA DO PARÁ","PA","12/2021","7749","9694"
"150095","AURORA DO PARÁ","PA","11/2021","7566","9596"
"150095","AURORA DO PARÁ","PA","08/2021","7374","9383"
"150095","AURORA DO PARÁ","PA","07/2021","7350","9338"
"150095","AURORA DO PARÁ","PA","02/2021","7284","9101"
"150095","AURORA DO PARÁ","PA","04/2021","7273","9184"
"150095","AURORA DO PARÁ","PA","01/2021","7297","9110"
"150095","AURORA DO PARÁ","PA","03/2021","7279","9142"
"150095","AURORA DO PARÁ","PA","10/2021","7474","9503"
"150095","AURORA DO PARÁ","PA","06/2021","7334","9291"
"150095","AURORA DO PARÁ","PA","05/2020","7486","9108"
"150095","AURORA DO PARÁ","PA","11/2020","7276","9031"
"150095","AURORA DO PARÁ","PA","10/2020","7441","9191"
"150095","AURORA DO PARÁ","PA","07/2020","7488","9126"
"150095","AURORA DO PARÁ","PA","08/2020","7485","9134"
"150095","AURORA DO PARÁ","PA","02/2020","7449","9052"
"150095","AURORA DO PARÁ","PA","04/2020","7498","9111"
"150095","AURORA DO PARÁ","PA","06/2020","7488","9117"
"150095","AURORA DO PARÁ","PA","03/2020","7493","9095"
"150095","AURORA DO PARÁ","PA","09/2020","7451","9152"
"150095","AURORA DO PARÁ","PA","01/2020","7566","9177"
"150095","AURORA DO PARÁ","PA","12/2020","7285","9082"
"150095","AURORA DO PARÁ","PA","12/2019","7545","9160"
"150095","AURORA DO PARÁ","PA","02/2019","7662","9184"
"150095","AURORA DO PARÁ","PA","03/2019","7635","9175"
"150095","AURORA DO PARÁ","PA","01/2019","7627","9146"
"150095","AURORA DO PARÁ","PA","05/2019","7554","9065"
"150095","AURORA DO PARÁ","PA","11/2019","7522","9102"
"150095","AURORA DO PARÁ","PA","08/2019","7610","9182"
"150095","AURORA DO PARÁ","PA","04/2019","7544","9058"
"150095","AURORA DO PARÁ","PA","06/2019","7560","9085"
"150095","AURORA DO PARÁ","PA","10/2019","7493","9060"
"150095","AURORA DO PARÁ","PA","07/2019","7570","9100"
"150095","AURORA DO PARÁ","PA","09/2019","7443","9001"
"150095","AURORA DO PARÁ","PA","12/2018","7567","9093"
"150095","AURORA DO PARÁ","PA","10/2018","7702","9243"
"150095","AURORA DO PARÁ","PA","11/2018","7731","9270"
"150095","AURORA DO PARÁ","PA","07/2018","7891","9389"
"150095","AURORA DO PARÁ","PA","05/2018","7854","9345"
"150095","AURORA DO PARÁ","PA","09/2018","7666","9197"
"150095","AURORA DO PARÁ","PA","04/2018","7836","9301"
"150095","AURORA DO PARÁ","PA","02/2018","7905","9384"
"150095","AURORA DO PARÁ","PA","08/2018","7665","9171"
"150095","AURORA DO PARÁ","PA","06/2018","7872","9373"
"150095","AURORA DO PARÁ","PA","01/2018","7875","9353"
"150095","AURORA DO PARÁ","PA","03/2018","7780","9252"
"150095","AURORA DO PARÁ","PA","10/2017","7818","9264"
"150095","AURORA DO PARÁ","PA","05/2017","8019","9449"
"150095","AURORA DO PARÁ","PA","02/2017","7914","9371"
"150095","AURORA DO PARÁ","PA","01/2017","7892","9325"
"150095","AURORA DO PARÁ","PA","08/2017","8127","9577"
"150095","AURORA DO PARÁ","PA","04/2017","8000","9446"
"150095","AURORA DO PARÁ","PA","11/2017","7847","9303"
"150095","AURORA DO PARÁ","PA","12/2017","7861","9336"
"150095","AURORA DO PARÁ","PA","09/2017","7763","9221"
"150095","AURORA DO PARÁ","PA","07/2017","8083","9515"
"150095","AURORA DO PARÁ","PA","06/2017","8046","9498"
"150095","AURORA DO PARÁ","PA","03/2017","7951","9413"
"150095","AURORA DO PARÁ","PA","06/2016","7922","9254"
"150095","AURORA DO PARÁ","PA","01/2016","7850","9188"
"150095","AURORA DO PARÁ","PA","03/2016","7895","9235"
"150095","AURORA DO PARÁ","PA","12/2016","7860","9304"
"150095","AURORA DO PARÁ","PA","04/2016","7889","9269"
"150095","AURORA DO PARÁ","PA","11/2016","8074","9456"
"150095","AURORA DO PARÁ","PA","09/2016","8026","9357"
"150095","AURORA DO PARÁ","PA","08/2016","7991","9306"
"150095","AURORA DO PARÁ","PA","07/2016","7924","9250"
"150095","AURORA DO PARÁ","PA","02/2016","7869","9192"
"150095","AURORA DO PARÁ","PA","05/2016","7904","9253"
"150095","AURORA DO PARÁ","PA","10/2016","8049","9415"
"150095","AURORA DO PARÁ","PA","12/2015","8005","9319"
"150095","AURORA DO PARÁ","PA","02/2015","8209","9328"
"150095","AURORA DO PARÁ","PA","11/2015","8010","9322"
"150095","AURORA DO PARÁ","PA","10/2015","7991","9306"
"150095","AURORA DO PARÁ","PA","04/2015","8209","9365"
"150095","AURORA DO PARÁ","PA","07/2015","8029","9261"
"150095","AURORA DO PARÁ","PA","03/2015","8223","9375"
"150095","AURORA DO PARÁ","PA","05/2015","8202","9349"
"150095","AURORA DO PARÁ","PA","01/2015","8189","9301"
"150095","AURORA DO PARÁ","PA","08/2015","8007","9248"
"150095","AURORA DO PARÁ","PA","09/2015","8002","9264"
"150095","AURORA DO PARÁ","PA","06/2015","8203","9370"
"150095","AURORA DO PARÁ","PA","11/2014","8636","9712"
"150095","AURORA DO PARÁ","PA","12/2014","8578","9655"
"150095","AURORA DO PARÁ","PA","09/2014","8548","9609"
"150095","AURORA DO PARÁ","PA","08/2014","8547","9574"
"150095","AURORA DO PARÁ","PA","07/2014","8502","9538"
"150095","AURORA DO PARÁ","PA","03/2014","8481","9427"
"150095","AURORA DO PARÁ","PA","05/2014","8466","9433"
"150095","AURORA DO PARÁ","PA","04/2014","8461","9419"
"150095","AURORA DO PARÁ","PA","02/2014","8424","9337"
"150095","AURORA DO PARÁ","PA","10/2014","8615","9688"
"150095","AURORA DO PARÁ","PA","06/2014","8461","9457"
"150095","AURORA DO PARÁ","PA","01/2014","8414","9291"
"150095","AURORA DO PARÁ","PA","11/2013","8399","9265"
"150095","AURORA DO PARÁ","PA","10/2013","8387","9248"
"150095","AURORA DO PARÁ","PA","12/2013","8409","9292"
"150095","AURORA DO PARÁ","PA","09/2013","8368","9201"
"150095","AURORA DO PARÁ","PA","08/2013","8362","9180"
"150095","AURORA DO PARÁ","PA","07/2013","8309","9155"
"150095","AURORA DO PARÁ","PA","06/2013","8257","9087"
"150095","AURORA DO PARÁ","PA","04/2013","8118","8929"
"150095","AURORA DO PARÁ","PA","02/2013","8067","8886"
"150095","AURORA DO PARÁ","PA","01/2013","8070","8896"
"150095","AURORA DO PARÁ","PA","05/2013","8128","8972"
"150095","AURORA DO PARÁ","PA","03/2013","8024","8803"
"150095","AURORA DO PARÁ","PA","12/2012","8069","8892"
"150095","AURORA DO PARÁ","PA","11/2012","8035","8819"
"150095","AURORA DO PARÁ","PA","10/2012","8074","8837"
"150095","AURORA DO PARÁ","PA","09/2012","8088","8833"
"150095","AURORA DO PARÁ","PA","08/2012","7927","8599"
"150100","AVEIRO","PA","08/2012","6223","6322"
"150100","AVEIRO","PA","09/2012","6221","6318"
"150100","AVEIRO","PA","10/2012","6218","6312"
"150100","AVEIRO","PA","11/2012","6211","6302"
"150100","AVEIRO","PA","12/2012","6213","6300"
"150100","AVEIRO","PA","03/2013","6287","6392"
"150100","AVEIRO","PA","06/2013","6279","6386"
"150100","AVEIRO","PA","01/2013","6229","6345"
"150100","AVEIRO","PA","02/2013","6289","6417"
"150100","AVEIRO","PA","04/2013","6288","6393"
"150100","AVEIRO","PA","05/2013","6287","6396"
"150100","AVEIRO","PA","07/2013","6274","6396"
"150100","AVEIRO","PA","08/2013","6248","6366"
"150100","AVEIRO","PA","09/2013","6274","6367"
"150100","AVEIRO","PA","12/2013","6439","6492"
"150100","AVEIRO","PA","10/2013","6296","6382"
"150100","AVEIRO","PA","11/2013","6414","6478"
"150100","AVEIRO","PA","01/2014","6490","6528"
"150100","AVEIRO","PA","02/2014","6522","6527"
"150100","AVEIRO","PA","04/2014","6608","6629"
"150100","AVEIRO","PA","05/2014","6629","6625"
"150100","AVEIRO","PA","06/2014","6659","6630"
"150100","AVEIRO","PA","03/2014","6566","6586"
"150100","AVEIRO","PA","07/2014","6668","6640"
"150100","AVEIRO","PA","08/2014","6692","6644"
"150100","AVEIRO","PA","09/2014","6673","6621"
"150100","AVEIRO","PA","12/2014","6667","6617"
"150100","AVEIRO","PA","10/2014","6668","6598"
"150100","AVEIRO","PA","11/2014","6679","6615"
"150100","AVEIRO","PA","07/2015","6101","6077"
"150100","AVEIRO","PA","05/2015","6180","6146"
"150100","AVEIRO","PA","06/2015","6166","6133"
"150100","AVEIRO","PA","11/2015","6150","6127"
"150100","AVEIRO","PA","10/2015","6145","6120"
"150100","AVEIRO","PA","01/2015","6213","6174"
"150100","AVEIRO","PA","03/2015","6201","6181"
"150100","AVEIRO","PA","04/2015","6185","6160"
"150100","AVEIRO","PA","12/2015","6156","6122"
"150100","AVEIRO","PA","02/2015","6190","6161"
"150100","AVEIRO","PA","09/2015","6135","6110"
"150100","AVEIRO","PA","08/2015","6099","6071"
"150100","AVEIRO","PA","09/2016","6086","6098"
"150100","AVEIRO","PA","05/2016","6014","6030"
"150100","AVEIRO","PA","06/2016","6047","6062"
"150100","AVEIRO","PA","10/2016","6099","6097"
"150100","AVEIRO","PA","11/2016","6094","6102"
"150100","AVEIRO","PA","07/2016","6054","6077"
"150100","AVEIRO","PA","12/2016","5923","5932"
"150100","AVEIRO","PA","02/2016","5924","5937"
"150100","AVEIRO","PA","08/2016","6077","6090"
"150100","AVEIRO","PA","04/2016","5986","5985"
"150100","AVEIRO","PA","03/2016","5954","5951"
"150100","AVEIRO","PA","01/2016","5932","5949"
"150100","AVEIRO","PA","04/2017","5927","5922"
"150100","AVEIRO","PA","08/2017","5919","5907"
"150100","AVEIRO","PA","01/2017","5928","5938"
"150100","AVEIRO","PA","03/2017","5927","5935"
"150100","AVEIRO","PA","06/2017","5914","5923"
"150100","AVEIRO","PA","02/2017","5926","5935"
"150100","AVEIRO","PA","07/2017","5899","5889"
"150100","AVEIRO","PA","12/2017","5712","5672"
"150100","AVEIRO","PA","05/2017","5953","5946"
"150100","AVEIRO","PA","09/2017","5647","5669"
"150100","AVEIRO","PA","10/2017","5642","5657"
"150100","AVEIRO","PA","11/2017","5651","5655"
"150100","AVEIRO","PA","07/2018","5560","5498"
"150100","AVEIRO","PA","01/2018","5694","5668"
"150100","AVEIRO","PA","04/2018","5554","5517"
"150100","AVEIRO","PA","03/2018","5559","5521"
"150100","AVEIRO","PA","11/2018","5378","5305"
"150100","AVEIRO","PA","08/2018","5417","5351"
"150100","AVEIRO","PA","06/2018","5569","5508"
"150100","AVEIRO","PA","09/2018","5370","5305"
"150100","AVEIRO","PA","12/2018","5319","5256"
"150100","AVEIRO","PA","10/2018","5363","5292"
"150100","AVEIRO","PA","02/2018","5702","5670"
"150100","AVEIRO","PA","05/2018","5575","5509"
"150100","AVEIRO","PA","03/2019","5359","5290"
"150100","AVEIRO","PA","01/2019","5329","5269"
"150100","AVEIRO","PA","05/2019","5371","5255"
"150100","AVEIRO","PA","04/2019","5361","5235"
"150100","AVEIRO","PA","09/2019","5182","5076"
"150100","AVEIRO","PA","07/2019","5395","5278"
"150100","AVEIRO","PA","11/2019","5175","5041"
"150100","AVEIRO","PA","06/2019","5373","5255"
"150100","AVEIRO","PA","08/2019","5376","5263"
"150100","AVEIRO","PA","02/2019","5343","5288"
"150100","AVEIRO","PA","10/2019","5177","5049"
"150100","AVEIRO","PA","12/2019","5174","5050"
"150100","AVEIRO","PA","03/2020","5084","4964"
"150100","AVEIRO","PA","04/2020","5094","4963"
"150100","AVEIRO","PA","10/2020","5123","4990"
"150100","AVEIRO","PA","07/2020","5108","4970"
"150100","AVEIRO","PA","12/2020","4947","4817"
"150100","AVEIRO","PA","08/2020","5108","4972"
"150100","AVEIRO","PA","01/2020","5185","5052"
"150100","AVEIRO","PA","05/2020","5109","4972"
"150100","AVEIRO","PA","06/2020","5109","4972"
"150100","AVEIRO","PA","02/2020","5068","4950"
"150100","AVEIRO","PA","09/2020","5111","4986"
"150100","AVEIRO","PA","11/2020","4934","4806"
"150100","AVEIRO","PA","03/2021","5028","4878"
"150100","AVEIRO","PA","10/2021","5129","5036"
"150100","AVEIRO","PA","01/2021","4970","4838"
"150100","AVEIRO","PA","02/2021","5005","4852"
"150100","AVEIRO","PA","07/2021","5048","4948"
"150100","AVEIRO","PA","11/2021","5158","5068"
"150100","AVEIRO","PA","08/2021","5066","4953"
"150100","AVEIRO","PA","09/2021","5077","4962"
"150100","AVEIRO","PA","12/2021","5169","5080"
"150100","AVEIRO","PA","04/2021","5030","4904"
"150100","AVEIRO","PA","05/2021","5031","4920"
"150100","AVEIRO","PA","06/2021","5039","4937"
"150100","AVEIRO","PA","10/2022","5542","5463"
"150100","AVEIRO","PA","12/2022","5642","5590"
"150100","AVEIRO","PA","02/2022","5167","5094"
"150100","AVEIRO","PA","03/2022","5170","5103"
"150100","AVEIRO","PA","09/2022","5485","5398"
"150100","AVEIRO","PA","04/2022","5184","5109"
"150100","AVEIRO","PA","11/2022","5576","5513"
"150100","AVEIRO","PA","06/2022","5420","5336"
"150100","AVEIRO","PA","05/2022","5441","5339"
"150100","AVEIRO","PA","01/2022","5167","5081"
"150100","AVEIRO","PA","08/2022","5470","5387"
"150100","AVEIRO","PA","07/2022","5424","5335"
"150100","AVEIRO","PA","09/2023","5711","5710"
"150100","AVEIRO","PA","01/2023","5647","5593"
"150100","AVEIRO","PA","04/2023","5570","5531"
"150100","AVEIRO","PA","10/2023","5711","5725"
"150100","AVEIRO","PA","11/2023","5745","5770"
"150100","AVEIRO","PA","03/2023","5668","5607"
"150100","AVEIRO","PA","05/2023","5568","5546"
"150100","AVEIRO","PA","08/2023","5690","5681"
"150100","AVEIRO","PA","02/2023","5655","5605"
"150100","AVEIRO","PA","07/2023","5649","5632"
"150100","AVEIRO","PA","06/2023","5567","5557"
"150100","AVEIRO","PA","12/2023","5874","5898"
"150100","AVEIRO","PA","12/2024","5993","6045"
"150100","AVEIRO","PA","01/2024","5835","5887"
"150100","AVEIRO","PA","11/2024","5909","5978"
"150100","AVEIRO","PA","03/2024","5870","5913"
"150100","AVEIRO","PA","04/2024","5939","5982"
"150100","AVEIRO","PA","06/2024","6009","6059"
"150100","AVEIRO","PA","08/2024","5923","5987"
"150100","AVEIRO","PA","10/2024","5882","5961"
"150100","AVEIRO","PA","05/2024","5979","6025"
"150100","AVEIRO","PA","02/2024","5861","5903"
"150100","AVEIRO","PA","09/2024","5865","5955"
"150100","AVEIRO","PA","07/2024","5923","5997"
"150100","AVEIRO","PA","01/2025","6019","6069"
"150100","AVEIRO","PA","12/2025","6159","6231"
"150100","AVEIRO","PA","09/2025","6097","6178"
"150100","AVEIRO","PA","03/2025","6013","6069"
"150100","AVEIRO","PA","11/2025","6112","6181"
"150100","AVEIRO","PA","08/2025","6047","6143"
"150100","AVEIRO","PA","10/2025","6116","6185"
"150100","AVEIRO","PA","07/2025","6057","6149"
"150100","AVEIRO","PA","02/2025","6017","6060"
"150100","AVEIRO","PA","05/2025","6050","6162"
"150100","AVEIRO","PA","06/2025","6067","6165"
"150100","AVEIRO","PA","01/2026","6191","6255"
"150100","AVEIRO","PA","02/2026","6219","6278"
"150100","AVEIRO","PA","03/2026","6250","6315"
"150100","AVEIRO","PA","04/2026","6269","6325"
"150100","AVEIRO","PA","05/2026","6279","6326"
"150100","AVEIRO","PA","06/2026","6311","6356"
"150100","AVEIRO","PA","07/2026","6343","6390"
"150100","AVEIRO","PA","08/2026","6352","6417"
"150110","BAGRE","PA","01/2014","7534","7511"
"150110","BAGRE","PA","07/2026","11813","11590"
"150110","BAGRE","PA","06/2026","11715","11556"
"150110","BAGRE","PA","05/2026","11548","11508"
"150110","BAGRE","PA","04/2026","11349","11431"
"150110","BAGRE","PA","03/2026","11120","11379"
"150110","BAGRE","PA","02/2026","10969","11318"
"150110","BAGRE","PA","01/2026","10722","11226"
"150110","BAGRE","PA","01/2025","9949","10665"
"150110","BAGRE","PA","03/2025","9941","10655"
"150110","BAGRE","PA","11/2025","10419","11119"
"150110","BAGRE","PA","07/2025","10079","10876"
"150110","BAGRE","PA","09/2025","10273","11013"
"150110","BAGRE","PA","12/2025","10573","11179"
"150110","BAGRE","PA","06/2025","10045","10832"
"150110","BAGRE","PA","05/2025","9906","10708"
"150110","BAGRE","PA","08/2025","10136","10919"
"150110","BAGRE","PA","10/2025","10345","11070"
"150110","BAGRE","PA","02/2025","9933","10650"
"150110","BAGRE","PA","01/2024","9355","10243"
"150110","BAGRE","PA","08/2024","9686","10508"
"150110","BAGRE","PA","05/2024","9580","10441"
"150110","BAGRE","PA","04/2024","9593","10439"
"150110","BAGRE","PA","10/2024","9793","10572"
"150110","BAGRE","PA","12/2024","9964","10686"
"150110","BAGRE","PA","09/2024","9692","10519"
"150110","BAGRE","PA","07/2024","9612","10471"
"150110","BAGRE","PA","02/2024","9419","10300"
"150110","BAGRE","PA","06/2024","9620","10496"
"150110","BAGRE","PA","11/2024","9828","10605"
"150110","BAGRE","PA","03/2024","9514","10364"
"150110","BAGRE","PA","01/2023","9448","10036"
"150110","BAGRE","PA","02/2023","9432","10023"
"150110","BAGRE","PA","12/2023","9456","10280"
"150110","BAGRE","PA","09/2023","9307","10127"
"150110","BAGRE","PA","03/2023","9405","10053"
"150110","BAGRE","PA","10/2023","9340","10170"
"150110","BAGRE","PA","11/2023","9394","10211"
"150110","BAGRE","PA","08/2023","9215","10040"
"150110","BAGRE","PA","07/2023","9192","10002"
"150110","BAGRE","PA","05/2023","9149","9953"
"150110","BAGRE","PA","06/2023","9149","9960"
"150110","BAGRE","PA","04/2023","9210","9961"
"150110","BAGRE","PA","12/2022","9454","10043"
"150110","BAGRE","PA","07/2022","8972","9599"
"150110","BAGRE","PA","02/2022","8642","9231"
"150110","BAGRE","PA","05/2022","8831","9421"
"150110","BAGRE","PA","09/2022","9222","9811"
"150110","BAGRE","PA","08/2022","9102","9706"
"150110","BAGRE","PA","03/2022","8689","9289"
"150110","BAGRE","PA","11/2022","9406","9978"
"150110","BAGRE","PA","10/2022","9332","9922"
"150110","BAGRE","PA","04/2022","8748","9333"
"150110","BAGRE","PA","01/2022","8671","9253"
"150110","BAGRE","PA","06/2022","8872","9450"
"150110","BAGRE","PA","01/2021","8711","9247"
"150110","BAGRE","PA","11/2021","8666","9255"
"150110","BAGRE","PA","08/2021","8665","9268"
"150110","BAGRE","PA","12/2021","8672","9260"
"150110","BAGRE","PA","04/2021","8638","9234"
"150110","BAGRE","PA","10/2021","8661","9267"
"150110","BAGRE","PA","09/2021","8665","9264"
"150110","BAGRE","PA","07/2021","8667","9262"
"150110","BAGRE","PA","02/2021","8701","9239"
"150110","BAGRE","PA","06/2021","8671","9255"
"150110","BAGRE","PA","05/2021","8652","9244"
"150110","BAGRE","PA","03/2021","8657","9241"
"150110","BAGRE","PA","11/2020","8721","9248"
"150110","BAGRE","PA","09/2020","8833","9355"
"150110","BAGRE","PA","05/2020","8851","9354"
"150110","BAGRE","PA","06/2020","8851","9354"
"150110","BAGRE","PA","01/2020","8941","9435"
"150110","BAGRE","PA","10/2020","8826","9352"
"150110","BAGRE","PA","07/2020","8841","9352"
"150110","BAGRE","PA","02/2020","8825","9331"
"150110","BAGRE","PA","04/2020","8848","9353"
"150110","BAGRE","PA","12/2020","8716","9248"
"150110","BAGRE","PA","03/2020","8844","9346"
"150110","BAGRE","PA","08/2020","8833","9355"
"150110","BAGRE","PA","11/2019","8931","9395"
"150110","BAGRE","PA","05/2019","8760","9215"
"150110","BAGRE","PA","02/2019","8718","9149"
"150110","BAGRE","PA","01/2019","8677","9111"
"150110","BAGRE","PA","12/2019","8931","9434"
"150110","BAGRE","PA","06/2019","8808","9262"
"150110","BAGRE","PA","07/2019","8863","9304"
"150110","BAGRE","PA","04/2019","8725","9176"
"150110","BAGRE","PA","10/2019","8873","9337"
"150110","BAGRE","PA","08/2019","8897","9321"
"150110","BAGRE","PA","09/2019","8819","9280"
"150110","BAGRE","PA","03/2019","8752","9175"
"150110","BAGRE","PA","10/2018","8654","9074"
"150110","BAGRE","PA","08/2018","8580","8962"
"150110","BAGRE","PA","03/2018","8488","8880"
"150110","BAGRE","PA","06/2018","8645","9011"
"150110","BAGRE","PA","12/2018","8640","9076"
"150110","BAGRE","PA","05/2018","8603","8964"
"150110","BAGRE","PA","04/2018","8518","8906"
"150110","BAGRE","PA","11/2018","8708","9128"
"150110","BAGRE","PA","07/2018","8671","9031"
"150110","BAGRE","PA","09/2018","8598","9009"
"150110","BAGRE","PA","02/2018","8485","8896"
"150110","BAGRE","PA","01/2018","8493","8891"
"150110","BAGRE","PA","02/2017","8448","8719"
"150110","BAGRE","PA","12/2017","8486","8871"
"150110","BAGRE","PA","05/2017","8497","8789"
"150110","BAGRE","PA","08/2017","8552","8887"
"150110","BAGRE","PA","04/2017","8476","8764"
"150110","BAGRE","PA","07/2017","8525","8846"
"150110","BAGRE","PA","03/2017","8453","8732"
"150110","BAGRE","PA","10/2017","8398","8784"
"150110","BAGRE","PA","09/2017","8382","8763"
"150110","BAGRE","PA","06/2017","8532","8832"
"150110","BAGRE","PA","01/2017","8403","8678"
"150110","BAGRE","PA","11/2017","8434","8822"
"150110","BAGRE","PA","04/2016","8054","8230"
"150110","BAGRE","PA","12/2016","8390","8656"
"150110","BAGRE","PA","07/2016","8192","8361"
"150110","BAGRE","PA","10/2016","8438","8660"
"150110","BAGRE","PA","02/2016","7994","8185"
"150110","BAGRE","PA","01/2016","7985","8183"
"150110","BAGRE","PA","05/2016","8079","8258"
"150110","BAGRE","PA","06/2016","8129","8315"
"150110","BAGRE","PA","03/2016","8013","8198"
"150110","BAGRE","PA","08/2016","8269","8453"
"150110","BAGRE","PA","09/2016","8366","8595"
"150110","BAGRE","PA","11/2016","8485","8719"
"150110","BAGRE","PA","05/2015","8107","8182"
"150110","BAGRE","PA","09/2015","8089","8246"
"150110","BAGRE","PA","01/2015","7968","8027"
"150110","BAGRE","PA","08/2015","8068","8219"
