"Código","Unidade Territorial","UF","Referência","Número de pessoas do sexo masculino cadastradas no Cadastro Único","Número de pessoas do sexo feminino cadastradas no Cadastro Único"
"150110","BAGRE","PA","12/2015","8080","8257"
"150110","BAGRE","PA","07/2015","8063","8184"
"150110","BAGRE","PA","10/2015","8075","8236"
"150110","BAGRE","PA","04/2015","8061","8138"
"150110","BAGRE","PA","02/2015","7996","8055"
"150110","BAGRE","PA","11/2015","8089","8246"
"150110","BAGRE","PA","06/2015","8120","8216"
"150110","BAGRE","PA","03/2015","8034","8101"
"150110","BAGRE","PA","11/2014","8052","8065"
"150110","BAGRE","PA","10/2014","8020","8009"
"150110","BAGRE","PA","12/2014","8132","8112"
"150110","BAGRE","PA","09/2014","7927","7905"
"150110","BAGRE","PA","08/2014","7853","7836"
"150110","BAGRE","PA","07/2014","7782","7798"
"150110","BAGRE","PA","06/2014","7761","7765"
"150110","BAGRE","PA","05/2014","7692","7686"
"150110","BAGRE","PA","02/2014","7541","7527"
"150110","BAGRE","PA","08/2026","11882","11638"
"150110","BAGRE","PA","04/2014","7617","7616"
"150110","BAGRE","PA","03/2014","7569","7549"
"150110","BAGRE","PA","11/2013","7545","7522"
"150110","BAGRE","PA","10/2013","7550","7526"
"150110","BAGRE","PA","12/2013","7541","7520"
"150110","BAGRE","PA","09/2013","7556","7532"
"150110","BAGRE","PA","08/2013","7569","7546"
"150110","BAGRE","PA","07/2013","7585","7555"
"150110","BAGRE","PA","06/2013","7600","7560"
"150110","BAGRE","PA","04/2013","7629","7566"
"150110","BAGRE","PA","02/2013","7658","7624"
"150110","BAGRE","PA","01/2013","7660","7624"
"150110","BAGRE","PA","05/2013","7619","7558"
"150110","BAGRE","PA","03/2013","7656","7603"
"150110","BAGRE","PA","12/2012","7660","7624"
"150110","BAGRE","PA","11/2012","7655","7616"
"150110","BAGRE","PA","10/2012","7623","7594"
"150110","BAGRE","PA","09/2012","7539","7515"
"150110","BAGRE","PA","08/2012","7290","7285"
"150120","BAIÃO","PA","08/2012","10922","11228"
"150120","BAIÃO","PA","09/2012","11008","11326"
"150120","BAIÃO","PA","10/2012","10952","11311"
"150120","BAIÃO","PA","11/2012","10990","11377"
"150120","BAIÃO","PA","12/2012","10995","11396"
"150120","BAIÃO","PA","04/2013","11095","11417"
"150120","BAIÃO","PA","03/2013","11057","11404"
"150120","BAIÃO","PA","06/2013","11204","11568"
"150120","BAIÃO","PA","01/2013","11014","11408"
"150120","BAIÃO","PA","02/2013","11054","11419"
"150120","BAIÃO","PA","05/2013","11170","11506"
"150120","BAIÃO","PA","07/2013","11255","11620"
"150120","BAIÃO","PA","08/2013","11277","11626"
"150120","BAIÃO","PA","09/2013","11305","11652"
"150120","BAIÃO","PA","12/2013","11443","11786"
"150120","BAIÃO","PA","10/2013","11378","11735"
"150120","BAIÃO","PA","11/2013","11433","11774"
"150120","BAIÃO","PA","05/2014","11569","11907"
"150120","BAIÃO","PA","06/2014","11585","11928"
"150120","BAIÃO","PA","01/2014","11455","11791"
"150120","BAIÃO","PA","02/2014","11466","11799"
"150120","BAIÃO","PA","04/2014","11547","11880"
"150120","BAIÃO","PA","03/2014","11479","11813"
"150120","BAIÃO","PA","07/2014","11607","11952"
"150120","BAIÃO","PA","08/2014","11639","11985"
"150120","BAIÃO","PA","09/2014","11636","11996"
"150120","BAIÃO","PA","12/2014","11755","12090"
"150120","BAIÃO","PA","10/2014","11705","12057"
"150120","BAIÃO","PA","11/2014","11735","12079"
"150120","BAIÃO","PA","09/2015","11468","11867"
"150120","BAIÃO","PA","02/2015","11403","11760"
"150120","BAIÃO","PA","08/2015","11464","11837"
"150120","BAIÃO","PA","07/2015","11419","11798"
"150120","BAIÃO","PA","03/2015","11464","11800"
"150120","BAIÃO","PA","12/2015","11564","12030"
"150120","BAIÃO","PA","04/2015","11506","11848"
"150120","BAIÃO","PA","11/2015","11520","11948"
"150120","BAIÃO","PA","05/2015","11537","11876"
"150120","BAIÃO","PA","01/2015","11391","11773"
"150120","BAIÃO","PA","06/2015","11561","11918"
"150120","BAIÃO","PA","10/2015","11502","11915"
"150120","BAIÃO","PA","02/2016","11445","11937"
"150120","BAIÃO","PA","11/2016","11797","12379"
"150120","BAIÃO","PA","05/2016","11565","12111"
"150120","BAIÃO","PA","06/2016","11584","12154"
"150120","BAIÃO","PA","10/2016","11766","12313"
"150120","BAIÃO","PA","07/2016","11626","12184"
"150120","BAIÃO","PA","03/2016","11493","12002"
"150120","BAIÃO","PA","09/2016","11711","12242"
"150120","BAIÃO","PA","12/2016","11578","12213"
"150120","BAIÃO","PA","01/2016","11424","11918"
"150120","BAIÃO","PA","04/2016","11540","12067"
"150120","BAIÃO","PA","08/2016","11671","12229"
"150120","BAIÃO","PA","11/2017","11566","12415"
"150120","BAIÃO","PA","02/2017","11654","12317"
"150120","BAIÃO","PA","08/2017","11891","12642"
"150120","BAIÃO","PA","09/2017","11461","12314"
"150120","BAIÃO","PA","06/2017","11816","12523"
"150120","BAIÃO","PA","03/2017","11718","12389"
"150120","BAIÃO","PA","01/2017","11594","12244"
"150120","BAIÃO","PA","07/2017","11875","12609"
"150120","BAIÃO","PA","04/2017","11806","12475"
"150120","BAIÃO","PA","12/2017","11658","12479"
"150120","BAIÃO","PA","05/2017","11832","12522"
"150120","BAIÃO","PA","10/2017","11506","12380"
"150120","BAIÃO","PA","12/2018","11783","12638"
"150120","BAIÃO","PA","05/2018","11675","12529"
"150120","BAIÃO","PA","10/2018","11784","12703"
"150120","BAIÃO","PA","06/2018","11732","12573"
"150120","BAIÃO","PA","02/2018","11710","12557"
"150120","BAIÃO","PA","03/2018","11533","12374"
"150120","BAIÃO","PA","07/2018","11804","12666"
"150120","BAIÃO","PA","08/2018","11646","12543"
"150120","BAIÃO","PA","04/2018","11596","12447"
"150120","BAIÃO","PA","09/2018","11666","12583"
"150120","BAIÃO","PA","01/2018","11687","12523"
"150120","BAIÃO","PA","11/2018","11860","12746"
"150120","BAIÃO","PA","07/2019","12111","12998"
"150120","BAIÃO","PA","03/2019","11984","12829"
"150120","BAIÃO","PA","09/2019","11921","12840"
"150120","BAIÃO","PA","11/2019","12060","13039"
"150120","BAIÃO","PA","01/2019","11866","12718"
"150120","BAIÃO","PA","10/2019","11944","12920"
"150120","BAIÃO","PA","06/2019","12047","12938"
"150120","BAIÃO","PA","04/2019","11958","12848"
"150120","BAIÃO","PA","02/2019","11919","12795"
"150120","BAIÃO","PA","08/2019","12141","13026"
"150120","BAIÃO","PA","05/2019","11997","12896"
"150120","BAIÃO","PA","12/2019","12137","13119"
"150120","BAIÃO","PA","09/2020","12219","13195"
"150120","BAIÃO","PA","05/2020","12224","13152"
"150120","BAIÃO","PA","02/2020","12081","13041"
"150120","BAIÃO","PA","07/2020","12239","13166"
"150120","BAIÃO","PA","08/2020","12242","13177"
"150120","BAIÃO","PA","03/2020","12209","13128"
"150120","BAIÃO","PA","01/2020","12169","13166"
"150120","BAIÃO","PA","06/2020","12240","13160"
"150120","BAIÃO","PA","12/2020","12084","13136"
"150120","BAIÃO","PA","10/2020","12261","13238"
"150120","BAIÃO","PA","11/2020","12056","13097"
"150120","BAIÃO","PA","04/2020","12224","13142"
"150120","BAIÃO","PA","03/2021","12149","13219"
"150120","BAIÃO","PA","05/2021","12106","13133"
"150120","BAIÃO","PA","12/2021","12326","13436"
"150120","BAIÃO","PA","06/2021","12129","13172"
"150120","BAIÃO","PA","07/2021","12139","13208"
"150120","BAIÃO","PA","01/2021","12096","13170"
"150120","BAIÃO","PA","08/2021","12160","13217"
"150120","BAIÃO","PA","04/2021","12129","13180"
"150120","BAIÃO","PA","11/2021","12280","13419"
"150120","BAIÃO","PA","02/2021","12136","13217"
"150120","BAIÃO","PA","10/2021","12182","13295"
"150120","BAIÃO","PA","09/2021","12167","13253"
"150120","BAIÃO","PA","02/2022","12398","13527"
"150120","BAIÃO","PA","06/2022","12535","13727"
"150120","BAIÃO","PA","07/2022","12549","13757"
"150120","BAIÃO","PA","03/2022","12436","13542"
"150120","BAIÃO","PA","10/2022","12671","13817"
"150120","BAIÃO","PA","04/2022","12441","13583"
"150120","BAIÃO","PA","11/2022","12718","13854"
"150120","BAIÃO","PA","12/2022","12695","13897"
"150120","BAIÃO","PA","08/2022","12561","13743"
"150120","BAIÃO","PA","01/2022","12346","13454"
"150120","BAIÃO","PA","05/2022","12514","13685"
"150120","BAIÃO","PA","09/2022","12594","13752"
"150120","BAIÃO","PA","03/2023","12779","14000"
"150120","BAIÃO","PA","10/2023","12766","14077"
"150120","BAIÃO","PA","05/2023","12706","13978"
"150120","BAIÃO","PA","07/2023","12697","13958"
"150120","BAIÃO","PA","11/2023","12800","14132"
"150120","BAIÃO","PA","02/2023","12756","13992"
"150120","BAIÃO","PA","09/2023","12769","14040"
"150120","BAIÃO","PA","06/2023","12682","13955"
"150120","BAIÃO","PA","12/2023","12808","14166"
"150120","BAIÃO","PA","01/2023","12720","13930"
"150120","BAIÃO","PA","08/2023","12706","13957"
"150120","BAIÃO","PA","04/2023","12682","13939"
"150120","BAIÃO","PA","01/2024","12469","14012"
"150120","BAIÃO","PA","03/2024","12515","14049"
"150120","BAIÃO","PA","04/2024","12542","14087"
"150120","BAIÃO","PA","05/2024","12595","14130"
"150120","BAIÃO","PA","10/2024","12516","14021"
"150120","BAIÃO","PA","06/2024","12605","14113"
"150120","BAIÃO","PA","09/2024","12497","14045"
"150120","BAIÃO","PA","12/2024","12688","14160"
"150120","BAIÃO","PA","02/2024","12460","14026"
"150120","BAIÃO","PA","11/2024","12597","14092"
"150120","BAIÃO","PA","08/2024","12513","14051"
"150120","BAIÃO","PA","07/2024","12483","14027"
"150120","BAIÃO","PA","09/2025","13011","14388"
"150120","BAIÃO","PA","02/2025","12572","14064"
"150120","BAIÃO","PA","05/2025","12781","14206"
"150120","BAIÃO","PA","08/2025","12849","14260"
"150120","BAIÃO","PA","12/2025","13420","14604"
"150120","BAIÃO","PA","11/2025","13035","14454"
"150120","BAIÃO","PA","01/2025","12617","14088"
"150120","BAIÃO","PA","10/2025","13025","14419"
"150120","BAIÃO","PA","06/2025","12841","14250"
"150120","BAIÃO","PA","03/2025","12565","14042"
"150120","BAIÃO","PA","07/2025","12875","14293"
"150120","BAIÃO","PA","01/2026","13747","14768"
"150120","BAIÃO","PA","02/2026","14318","15132"
"150120","BAIÃO","PA","03/2026","14563","15244"
"150120","BAIÃO","PA","04/2026","14749","15261"
"150120","BAIÃO","PA","05/2026","14885","15307"
"150120","BAIÃO","PA","06/2026","14949","15342"
"150120","BAIÃO","PA","07/2026","14995","15363"
"150120","BAIÃO","PA","08/2026","15062","15394"
"150125","BANNACH","PA","04/2019","960","1066"
"150125","BANNACH","PA","08/2026","1348","1507"
"150125","BANNACH","PA","07/2026","1348","1517"
"150125","BANNACH","PA","06/2026","1352","1527"
"150125","BANNACH","PA","05/2026","1354","1547"
"150125","BANNACH","PA","04/2026","1349","1540"
"150125","BANNACH","PA","03/2026","1347","1531"
"150125","BANNACH","PA","02/2026","1341","1517"
"150125","BANNACH","PA","01/2026","1326","1508"
"150125","BANNACH","PA","03/2025","1252","1459"
"150125","BANNACH","PA","07/2025","1297","1498"
"150125","BANNACH","PA","08/2025","1289","1484"
"150125","BANNACH","PA","09/2025","1308","1518"
"150125","BANNACH","PA","11/2025","1314","1501"
"150125","BANNACH","PA","01/2025","1242","1436"
"150125","BANNACH","PA","10/2025","1298","1498"
"150125","BANNACH","PA","05/2025","1279","1488"
"150125","BANNACH","PA","02/2025","1229","1432"
"150125","BANNACH","PA","12/2025","1329","1506"
"150125","BANNACH","PA","06/2025","1289","1496"
"150125","BANNACH","PA","07/2024","1263","1452"
"150125","BANNACH","PA","02/2024","1289","1458"
"150125","BANNACH","PA","06/2024","1318","1515"
"150125","BANNACH","PA","05/2024","1316","1513"
"150125","BANNACH","PA","10/2024","1254","1446"
"150125","BANNACH","PA","12/2024","1261","1449"
"150125","BANNACH","PA","09/2024","1240","1437"
"150125","BANNACH","PA","08/2024","1273","1453"
"150125","BANNACH","PA","11/2024","1249","1451"
"150125","BANNACH","PA","01/2024","1278","1449"
"150125","BANNACH","PA","04/2024","1312","1500"
"150125","BANNACH","PA","03/2024","1302","1495"
"150125","BANNACH","PA","12/2023","1311","1466"
"150125","BANNACH","PA","07/2023","1240","1383"
"150125","BANNACH","PA","06/2023","1221","1356"
"150125","BANNACH","PA","02/2023","1224","1341"
"150125","BANNACH","PA","09/2023","1284","1449"
"150125","BANNACH","PA","11/2023","1309","1463"
"150125","BANNACH","PA","10/2023","1309","1454"
"150125","BANNACH","PA","01/2023","1208","1327"
"150125","BANNACH","PA","08/2023","1253","1404"
"150125","BANNACH","PA","05/2023","1217","1359"
"150125","BANNACH","PA","04/2023","1202","1330"
"150125","BANNACH","PA","03/2023","1234","1356"
"150125","BANNACH","PA","07/2022","1153","1281"
"150125","BANNACH","PA","11/2022","1206","1333"
"150125","BANNACH","PA","06/2022","1118","1237"
"150125","BANNACH","PA","10/2022","1186","1315"
"150125","BANNACH","PA","05/2022","1108","1219"
"150125","BANNACH","PA","09/2022","1160","1286"
"150125","BANNACH","PA","08/2022","1151","1278"
"150125","BANNACH","PA","04/2022","1102","1216"
"150125","BANNACH","PA","03/2022","1040","1140"
"150125","BANNACH","PA","02/2022","1019","1121"
"150125","BANNACH","PA","01/2022","981","1071"
"150125","BANNACH","PA","12/2022","1211","1329"
"150125","BANNACH","PA","06/2021","966","1054"
"150125","BANNACH","PA","01/2021","947","1048"
"150125","BANNACH","PA","02/2021","951","1056"
"150125","BANNACH","PA","08/2021","963","1055"
"150125","BANNACH","PA","12/2021","973","1065"
"150125","BANNACH","PA","09/2021","963","1062"
"150125","BANNACH","PA","05/2021","961","1051"
"150125","BANNACH","PA","04/2021","959","1059"
"150125","BANNACH","PA","07/2021","968","1059"
"150125","BANNACH","PA","03/2021","950","1055"
"150125","BANNACH","PA","10/2021","960","1056"
"150125","BANNACH","PA","11/2021","958","1049"
"150125","BANNACH","PA","05/2020","938","1047"
"150125","BANNACH","PA","06/2020","943","1052"
"150125","BANNACH","PA","07/2020","945","1053"
"150125","BANNACH","PA","10/2020","963","1063"
"150125","BANNACH","PA","12/2020","946","1041"
"150125","BANNACH","PA","04/2020","937","1046"
"150125","BANNACH","PA","08/2020","951","1057"
"150125","BANNACH","PA","03/2020","940","1045"
"150125","BANNACH","PA","01/2020","975","1072"
"150125","BANNACH","PA","02/2020","930","1031"
"150125","BANNACH","PA","11/2020","946","1038"
"150125","BANNACH","PA","09/2020","957","1062"
"150125","BANNACH","PA","08/2019","984","1075"
"150125","BANNACH","PA","03/2019","989","1086"
"150125","BANNACH","PA","11/2019","966","1067"
"150125","BANNACH","PA","09/2019","947","1044"
"150125","BANNACH","PA","02/2019","984","1084"
"150125","BANNACH","PA","10/2019","956","1056"
"150125","BANNACH","PA","07/2019","975","1072"
"150125","BANNACH","PA","05/2019","969","1060"
"150125","BANNACH","PA","01/2019","981","1080"
"150125","BANNACH","PA","12/2019","970","1067"
"150125","BANNACH","PA","06/2019","980","1075"
"150125","BANNACH","PA","11/2018","991","1080"
"150125","BANNACH","PA","09/2018","977","1065"
"150125","BANNACH","PA","12/2018","968","1067"
"150125","BANNACH","PA","06/2018","1007","1115"
"150125","BANNACH","PA","02/2018","1002","1104"
"150125","BANNACH","PA","05/2018","1004","1114"
"150125","BANNACH","PA","08/2018","966","1050"
"150125","BANNACH","PA","04/2018","989","1100"
"150125","BANNACH","PA","10/2018","999","1089"
"150125","BANNACH","PA","03/2018","976","1083"
"150125","BANNACH","PA","01/2018","983","1092"
"150125","BANNACH","PA","07/2018","1011","1104"
"150125","BANNACH","PA","11/2017","973","1079"
"150125","BANNACH","PA","10/2017","968","1077"
"150125","BANNACH","PA","06/2017","1013","1150"
"150125","BANNACH","PA","05/2017","1013","1154"
"150125","BANNACH","PA","09/2017","953","1080"
"150125","BANNACH","PA","04/2017","987","1127"
"150125","BANNACH","PA","03/2017","968","1110"
"150125","BANNACH","PA","12/2017","980","1087"
"150125","BANNACH","PA","01/2017","906","1064"
"150125","BANNACH","PA","08/2017","1026","1172"
"150125","BANNACH","PA","07/2017","1016","1153"
"150125","BANNACH","PA","02/2017","938","1077"
"150125","BANNACH","PA","07/2016","986","1103"
"150125","BANNACH","PA","11/2016","990","1132"
"150125","BANNACH","PA","04/2016","969","1076"
"150125","BANNACH","PA","01/2016","951","1054"
"150125","BANNACH","PA","02/2016","950","1054"
"150125","BANNACH","PA","12/2016","906","1061"
"150125","BANNACH","PA","06/2016","985","1097"
"150125","BANNACH","PA","09/2016","996","1119"
"150125","BANNACH","PA","03/2016","958","1057"
"150125","BANNACH","PA","10/2016","998","1131"
"150125","BANNACH","PA","08/2016","984","1104"
"150125","BANNACH","PA","05/2016","968","1080"
"150125","BANNACH","PA","01/2015","1037","1129"
"150125","BANNACH","PA","12/2015","1041","1136"
"150125","BANNACH","PA","10/2015","1040","1137"
"150125","BANNACH","PA","04/2015","1062","1156"
"150125","BANNACH","PA","07/2015","1034","1138"
"150125","BANNACH","PA","06/2015","1088","1180"
"150125","BANNACH","PA","02/2015","1044","1138"
"150125","BANNACH","PA","11/2015","1039","1137"
"150125","BANNACH","PA","08/2015","1027","1133"
"150125","BANNACH","PA","03/2015","1058","1154"
"150125","BANNACH","PA","05/2015","1072","1163"
"150125","BANNACH","PA","09/2015","1036","1136"
"150125","BANNACH","PA","11/2014","1233","1304"
"150125","BANNACH","PA","12/2014","1236","1307"
"150125","BANNACH","PA","09/2014","1230","1302"
"150125","BANNACH","PA","08/2014","1231","1303"
"150125","BANNACH","PA","07/2014","1228","1295"
"150125","BANNACH","PA","03/2014","1209","1272"
"150125","BANNACH","PA","05/2014","1224","1292"
"150125","BANNACH","PA","06/2014","1220","1288"
"150125","BANNACH","PA","04/2014","1213","1279"
"150125","BANNACH","PA","02/2014","1202","1250"
"150125","BANNACH","PA","01/2014","1211","1257"
"150125","BANNACH","PA","10/2014","1241","1310"
"150125","BANNACH","PA","11/2013","1212","1249"
"150125","BANNACH","PA","10/2013","1205","1238"
"150125","BANNACH","PA","12/2013","1218","1261"
"150125","BANNACH","PA","09/2013","1209","1244"
"150125","BANNACH","PA","07/2013","1193","1227"
"150125","BANNACH","PA","06/2013","1202","1234"
"150125","BANNACH","PA","05/2013","1204","1232"
"150125","BANNACH","PA","02/2013","1211","1262"
"150125","BANNACH","PA","01/2013","1210","1257"
"150125","BANNACH","PA","08/2013","1205","1243"
"150125","BANNACH","PA","03/2013","1202","1239"
"150125","BANNACH","PA","04/2013","1204","1232"
"150125","BANNACH","PA","12/2012","1208","1252"
"150125","BANNACH","PA","11/2012","1211","1254"
"150125","BANNACH","PA","10/2012","1210","1258"
"150125","BANNACH","PA","09/2012","1197","1236"
"150125","BANNACH","PA","08/2012","1187","1226"
"150130","BARCARENA","PA","08/2012","24001","29761"
"150130","BARCARENA","PA","08/2026","36525","49031"
"150130","BARCARENA","PA","07/2026","36528","49025"
"150130","BARCARENA","PA","06/2026","36469","48925"
"150130","BARCARENA","PA","05/2026","36314","48802"
"150130","BARCARENA","PA","04/2026","36052","48540"
"150130","BARCARENA","PA","03/2026","35800","48320"
"150130","BARCARENA","PA","02/2026","35734","48176"
"150130","BARCARENA","PA","01/2026","35529","47927"
"150130","BARCARENA","PA","12/2025","35420","47790"
"150130","BARCARENA","PA","07/2025","35244","47222"
"150130","BARCARENA","PA","06/2025","35149","47102"
"150130","BARCARENA","PA","09/2025","35166","47293"
"150130","BARCARENA","PA","08/2025","34975","47008"
"150130","BARCARENA","PA","05/2025","34961","46766"
"150130","BARCARENA","PA","03/2025","34619","46101"
"150130","BARCARENA","PA","11/2025","35343","47681"
"150130","BARCARENA","PA","01/2025","34635","46130"
"150130","BARCARENA","PA","10/2025","35203","47436"
"150130","BARCARENA","PA","02/2025","34522","45968"
"150130","BARCARENA","PA","09/2024","34526","45947"
"150130","BARCARENA","PA","08/2024","34695","46067"
"150130","BARCARENA","PA","05/2024","35040","46499"
"150130","BARCARENA","PA","04/2024","35022","46392"
"150130","BARCARENA","PA","06/2024","35290","46740"
"150130","BARCARENA","PA","07/2024","34476","45799"
"150130","BARCARENA","PA","01/2024","34390","45634"
"150130","BARCARENA","PA","03/2024","34822","46155"
"150130","BARCARENA","PA","12/2024","35157","46704"
"150130","BARCARENA","PA","11/2024","34917","46491"
"150130","BARCARENA","PA","02/2024","34505","45786"
"150130","BARCARENA","PA","10/2024","34718","46226"
"150130","BARCARENA","PA","09/2023","34905","45917"
"150130","BARCARENA","PA","12/2023","35514","46552"
"150130","BARCARENA","PA","01/2023","33079","43648"
