Codigo,Municipio,Brancos,Pretos,Amarelos,Pardos,Indigenas,NoData,Ano,RI
150010,ABAETETUBA,17050,7130,329,104856,67,2,2025,Tocantins
150010,ABAETETUBA,16892,6569,341,105911,71,2,2024,Tocantins
150010,ABAETETUBA,17864,6969,374,111004,68,5,2023,Tocantins
150010,ABAETETUBA,17519,6910,355,107976,71,7,2022,Tocantins
150010,ABAETETUBA,15476,6137,292,97017,71,5,2021,Tocantins
150010,ABAETETUBA,14264,5860,272,92332,66,6,2020,Tocantins
150010,ABAETETUBA,14576,6031,275,93529,69,6,2019,Tocantins
150010,ABAETETUBA,14160,5897,252,89440,75,9,2018,Tocantins
150010,ABAETETUBA,14392,5966,243,86639,86,108,2017,Tocantins
150010,ABAETETUBA,14173,5941,275,84945,92,314,2016,Tocantins
150010,ABAETETUBA,14526,5915,286,84169,99,526,2015,Tocantins
150010,ABAETETUBA,15368,6314,279,86482,103,820,2014,Tocantins
150010,ABAETETUBA,14931,6305,267,82803,107,964,2013,Tocantins
150010,ABAETETUBA,14750,6440,231,79840,115,613,2012,Tocantins
150013,ABEL FIGUEIREDO,1105,256,14,3768,1,0,2025,Rio Capim
150013,ABEL FIGUEIREDO,1074,252,13,3896,1,0,2024,Rio Capim
150013,ABEL FIGUEIREDO,1173,282,15,4177,1,0,2023,Rio Capim
150013,ABEL FIGUEIREDO,1181,276,13,4181,1,0,2022,Rio Capim
150013,ABEL FIGUEIREDO,1096,222,6,3766,0,1,2021,Rio Capim
150013,ABEL FIGUEIREDO,1019,201,6,3744,0,1,2020,Rio Capim
150013,ABEL FIGUEIREDO,1017,211,8,3832,0,0,2019,Rio Capim
150013,ABEL FIGUEIREDO,986,224,7,3768,0,1,2018,Rio Capim
150013,ABEL FIGUEIREDO,930,226,8,3847,1,6,2017,Rio Capim
150013,ABEL FIGUEIREDO,792,217,8,3944,1,9,2016,Rio Capim
150013,ABEL FIGUEIREDO,712,207,8,3977,1,19,2015,Rio Capim
150013,ABEL FIGUEIREDO,709,198,9,4138,1,49,2014,Rio Capim
150013,ABEL FIGUEIREDO,653,190,7,3903,1,77,2013,Rio Capim
150013,ABEL FIGUEIREDO,628,188,4,3851,1,120,2012,Rio Capim
150020,ACARÁ,2784,3850,132,42877,41,1,2025,Tocantins
150020,ACARÁ,2698,3384,133,42884,55,3,2024,Tocantins
150020,ACARÁ,2795,3062,146,43402,59,3,2023,Tocantins
150020,ACARÁ,2645,2723,130,42255,55,4,2022,Tocantins
150020,ACARÁ,2396,2389,93,38593,44,4,2021,Tocantins
150020,ACARÁ,2377,2343,79,38418,44,7,2020,Tocantins
150020,ACARÁ,2398,2352,79,38640,43,6,2019,Tocantins
150020,ACARÁ,2329,2318,87,37912,44,2,2018,Tocantins
150020,ACARÁ,2089,2053,65,37637,51,28,2017,Tocantins
150020,ACARÁ,2015,2072,57,37215,60,83,2016,Tocantins
150020,ACARÁ,1910,2155,57,37340,76,143,2015,Tocantins
150020,ACARÁ,1788,2247,57,37799,84,334,2014,Tocantins
150020,ACARÁ,1500,2257,47,33410,78,391,2013,Tocantins
150020,ACARÁ,1050,2179,41,29055,105,181,2012,Tocantins
150030,AFUÁ,100,17,2,25650,5,112,2012,Marajó
150030,AFUÁ,134,26,16,27138,8,145,2013,Marajó
150030,AFUÁ,158,61,14,28649,10,133,2014,Marajó
150030,AFUÁ,160,114,16,29694,8,65,2015,Marajó
150030,AFUÁ,190,139,23,30841,9,31,2016,Marajó
150030,AFUÁ,217,179,25,32609,9,13,2017,Marajó
150030,AFUÁ,228,174,21,32397,12,6,2018,Marajó
150030,AFUÁ,253,183,17,32948,11,2,2019,Marajó
150030,AFUÁ,263,177,17,32619,13,2,2020,Marajó
150030,AFUÁ,270,177,17,32844,12,2,2021,Marajó
150030,AFUÁ,338,215,29,35180,14,2,2022,Marajó
150030,AFUÁ,444,238,36,36756,15,1,2023,Marajó
150030,AFUÁ,519,244,44,37629,12,1,2024,Marajó
150030,AFUÁ,648,270,45,38317,10,1,2025,Marajó
150034,ÁGUA AZUL DO NORTE,1540,392,53,8462,16,0,2025,Araguaia
150034,ÁGUA AZUL DO NORTE,1507,356,57,8690,14,0,2024,Araguaia
150034,ÁGUA AZUL DO NORTE,1652,402,62,9502,13,1,2023,Araguaia
150034,ÁGUA AZUL DO NORTE,1742,355,62,9474,12,1,2022,Araguaia
150034,ÁGUA AZUL DO NORTE,1585,307,55,8773,13,3,2021,Araguaia
150034,ÁGUA AZUL DO NORTE,1462,297,55,8396,9,4,2020,Araguaia
150034,ÁGUA AZUL DO NORTE,1530,304,57,8645,7,4,2019,Araguaia
150034,ÁGUA AZUL DO NORTE,1609,289,57,8783,8,6,2018,Araguaia
150034,ÁGUA AZUL DO NORTE,1682,267,47,9112,6,9,2017,Araguaia
150034,ÁGUA AZUL DO NORTE,1733,259,44,9335,11,17,2016,Araguaia
150034,ÁGUA AZUL DO NORTE,1773,285,49,9638,9,22,2015,Araguaia
150034,ÁGUA AZUL DO NORTE,1854,316,51,10108,19,41,2014,Araguaia
150034,ÁGUA AZUL DO NORTE,1708,321,49,9770,21,31,2013,Araguaia
150034,ÁGUA AZUL DO NORTE,1725,341,39,10261,20,29,2012,Araguaia
150040,ALENQUER,6174,1760,433,32403,51,470,2012,Baixo Amazonas
150040,ALENQUER,6400,1763,396,33395,49,400,2013,Baixo Amazonas
150040,ALENQUER,6484,1804,350,34508,40,364,2014,Baixo Amazonas
150040,ALENQUER,6124,1661,275,32977,27,145,2015,Baixo Amazonas
150040,ALENQUER,5778,1569,266,32038,26,69,2016,Baixo Amazonas
150040,ALENQUER,5805,1530,250,31800,25,20,2017,Baixo Amazonas
150040,ALENQUER,5942,1470,215,33026,15,3,2018,Baixo Amazonas
150040,ALENQUER,6045,1431,214,35192,17,1,2019,Baixo Amazonas
150040,ALENQUER,5976,1374,198,34759,17,1,2020,Baixo Amazonas
150040,ALENQUER,6161,1391,201,35530,21,0,2021,Baixo Amazonas
150040,ALENQUER,6563,1546,238,37984,25,0,2022,Baixo Amazonas
150040,ALENQUER,6688,1551,250,39480,27,1,2023,Baixo Amazonas
150040,ALENQUER,6390,1401,259,38352,32,0,2024,Baixo Amazonas
150040,ALENQUER,6190,1367,251,39052,34,0,2025,Baixo Amazonas
150050,ALMEIRIM,1577,532,25,19646,17,99,2012,Baixo Amazonas
150050,ALMEIRIM,1669,517,34,20629,18,130,2013,Baixo Amazonas
150050,ALMEIRIM,1829,533,54,21257,25,100,2014,Baixo Amazonas
150050,ALMEIRIM,1800,487,62,19914,19,45,2015,Baixo Amazonas
150050,ALMEIRIM,1841,482,65,19608,17,19,2016,Baixo Amazonas
150050,ALMEIRIM,2002,527,63,20824,21,8,2017,Baixo Amazonas
150050,ALMEIRIM,2065,552,62,21144,17,2,2018,Baixo Amazonas
150050,ALMEIRIM,1981,569,66,22006,19,2,2019,Baixo Amazonas
150050,ALMEIRIM,1910,555,66,21578,21,3,2020,Baixo Amazonas
150050,ALMEIRIM,1944,568,65,22360,23,3,2021,Baixo Amazonas
150050,ALMEIRIM,2016,610,77,23717,30,2,2022,Baixo Amazonas
150050,ALMEIRIM,1958,600,79,23945,26,1,2023,Baixo Amazonas
150050,ALMEIRIM,1882,592,77,23199,25,2,2024,Baixo Amazonas
150050,ALMEIRIM,1902,580,70,22508,19,2,2025,Baixo Amazonas
150060,ALTAMIRA,10717,4215,415,55413,5741,4,2025,Xingu
150060,ALTAMIRA,10520,3977,426,55208,5305,8,2024,Xingu
150060,ALTAMIRA,10582,4011,414,56377,4255,12,2023,Xingu
150060,ALTAMIRA,9898,3774,384,53024,4089,14,2022,Xingu
150060,ALTAMIRA,8492,3169,269,46597,3603,11,2021,Xingu
150060,ALTAMIRA,7964,2978,237,44884,3384,12,2020,Xingu
150060,ALTAMIRA,7945,2980,258,45663,3374,10,2019,Xingu
150060,ALTAMIRA,7106,2696,252,42642,3137,9,2018,Xingu
150060,ALTAMIRA,6814,2460,388,43053,2906,54,2017,Xingu
150060,ALTAMIRA,6221,2394,523,42860,2707,128,2016,Xingu
150060,ALTAMIRA,6264,2469,611,42566,2406,232,2015,Xingu
150060,ALTAMIRA,7278,2808,617,45144,1806,575,2014,Xingu
150060,ALTAMIRA,6149,2523,495,38868,808,617,2013,Xingu
150060,ALTAMIRA,5595,2382,373,35975,333,460,2012,Xingu
150070,ANAJÁS,4520,943,75,25070,13,0,2025,Marajó
150070,ANAJÁS,4518,927,75,25440,13,0,2024,Marajó
150070,ANAJÁS,4481,915,61,25703,11,0,2023,Marajó
150070,ANAJÁS,4272,900,58,25103,10,0,2022,Marajó
150070,ANAJÁS,3801,802,50,22758,8,0,2021,Marajó
150070,ANAJÁS,3302,713,31,21191,8,0,2020,Marajó
150070,ANAJÁS,3210,725,30,21321,10,0,2019,Marajó
150070,ANAJÁS,3052,720,25,21020,11,0,2018,Marajó
150070,ANAJÁS,2795,745,19,21296,11,1,2017,Marajó
150070,ANAJÁS,2621,767,16,21057,13,1,2016,Marajó
150070,ANAJÁS,2432,818,16,20992,14,8,2015,Marajó
150070,ANAJÁS,2274,927,16,21250,13,31,2014,Marajó
150070,ANAJÁS,1642,946,13,19998,12,23,2013,Marajó
150070,ANAJÁS,1039,1062,11,19541,16,51,2012,Marajó
150080,ANANINDEUA,24642,10114,975,201392,153,17,2025,Guajará
150080,ANANINDEUA,23866,9715,1043,200928,193,22,2024,Guajará
150080,ANANINDEUA,24953,10336,1118,213887,226,31,2023,Guajará
150080,ANANINDEUA,23858,9732,965,207163,191,36,2022,Guajará
150080,ANANINDEUA,20737,8435,480,186924,159,46,2021,Guajará
150080,ANANINDEUA,19332,8014,430,175962,116,50,2020,Guajará
150080,ANANINDEUA,19772,8404,458,185165,116,42,2019,Guajará
150080,ANANINDEUA,17819,7797,433,168630,101,59,2018,Guajará
150080,ANANINDEUA,18267,7786,483,174421,120,247,2017,Guajará
150080,ANANINDEUA,17844,7391,459,167798,121,457,2016,Guajará
150080,ANANINDEUA,17135,7278,419,156750,121,903,2015,Guajará
150080,ANANINDEUA,17728,7538,316,155570,131,1399,2014,Guajará
150080,ANANINDEUA,16015,7170,254,138576,120,1469,2013,Guajará
150080,ANANINDEUA,15297,7245,256,132229,122,616,2012,Guajará
150085,ANAPU,1111,888,34,14137,13,18,2012,Xingu
150085,ANAPU,1305,932,58,15524,11,120,2013,Xingu
150085,ANAPU,1365,919,64,15681,13,126,2014,Xingu
150085,ANAPU,1380,930,75,15730,16,87,2015,Xingu
150085,ANAPU,1518,988,77,16067,32,49,2016,Xingu
150085,ANAPU,1688,978,87,16630,44,16,2017,Xingu
150085,ANAPU,1872,978,123,17361,54,4,2018,Xingu
150085,ANAPU,2135,1032,157,18821,41,2,2019,Xingu
150085,ANAPU,2216,1056,161,18978,36,2,2020,Xingu
150085,ANAPU,2397,1056,172,20120,38,2,2021,Xingu
150085,ANAPU,2679,1220,202,22812,40,5,2022,Xingu
150085,ANAPU,2723,1203,240,24815,42,5,2023,Xingu
150085,ANAPU,2530,1093,238,23514,35,2,2024,Xingu
150085,ANAPU,2753,1292,228,23174,38,1,2025,Xingu
150090,AUGUSTO CORRÊA,281,189,36,35381,17,261,2012,Rio Caeté
150090,AUGUSTO CORRÊA,315,205,52,37466,17,223,2013,Rio Caeté
150090,AUGUSTO CORRÊA,332,214,50,38835,20,174,2014,Rio Caeté
150090,AUGUSTO CORRÊA,310,206,49,37896,21,75,2015,Rio Caeté
150090,AUGUSTO CORRÊA,325,215,52,38552,20,49,2016,Rio Caeté
150090,AUGUSTO CORRÊA,320,208,59,38035,20,19,2017,Rio Caeté
150090,AUGUSTO CORRÊA,311,190,64,36492,17,3,2018,Rio Caeté
150090,AUGUSTO CORRÊA,314,178,65,36345,16,1,2019,Rio Caeté
150090,AUGUSTO CORRÊA,314,171,67,35521,13,2,2020,Rio Caeté
150090,AUGUSTO CORRÊA,352,178,78,36305,15,1,2021,Rio Caeté
150090,AUGUSTO CORRÊA,496,215,92,39131,16,1,2022,Rio Caeté
150090,AUGUSTO CORRÊA,591,224,99,39714,16,2,2023,Rio Caeté
150090,AUGUSTO CORRÊA,589,201,97,37940,18,2,2024,Rio Caeté
150090,AUGUSTO CORRÊA,593,188,94,37261,17,1,2025,Rio Caeté
150095,AURORA DO PARÁ,813,470,39,17978,11,0,2025,Rio Capim
150095,AURORA DO PARÁ,773,454,35,17935,14,1,2024,Rio Capim
150095,AURORA DO PARÁ,806,467,36,18683,15,1,2023,Rio Capim
150095,AURORA DO PARÁ,778,465,34,18233,15,0,2022,Rio Capim
150095,AURORA DO PARÁ,649,375,29,16375,15,0,2021,Rio Capim
150095,AURORA DO PARÁ,578,340,29,15406,14,0,2020,Rio Capim
150095,AURORA DO PARÁ,628,337,34,15693,13,0,2019,Rio Capim
150095,AURORA DO PARÁ,641,361,38,15607,12,1,2018,Rio Capim
150095,AURORA DO PARÁ,704,374,38,16055,9,17,2017,Rio Capim
150095,AURORA DO PARÁ,704,380,42,15948,7,83,2016,Rio Capim
150095,AURORA DO PARÁ,737,402,38,16002,6,139,2015,Rio Capim
150095,AURORA DO PARÁ,771,436,43,16782,7,194,2014,Rio Capim
150095,AURORA DO PARÁ,746,423,37,16279,6,210,2013,Rio Capim
150095,AURORA DO PARÁ,726,385,26,15769,5,50,2012,Rio Capim
150100,AVEIRO,191,60,6,11858,13,385,2012,Tapajós
150100,AVEIRO,217,62,13,12401,19,219,2013,Tapajós
150100,AVEIRO,249,75,19,12773,19,149,2014,Tapajós
150100,AVEIRO,237,69,22,11845,21,84,2015,Tapajós
150100,AVEIRO,241,69,25,11479,21,20,2016,Tapajós
150100,AVEIRO,242,85,28,10999,19,11,2017,Tapajós
150100,AVEIRO,225,89,23,10135,100,3,2018,Tapajós
150100,AVEIRO,253,148,22,9697,103,1,2019,Tapajós
150100,AVEIRO,244,142,22,9216,139,1,2020,Tapajós
150100,AVEIRO,257,175,24,9604,188,1,2021,Tapajós
150100,AVEIRO,350,206,24,10032,619,1,2022,Tapajós
150100,AVEIRO,408,217,29,10399,718,1,2023,Tapajós
150100,AVEIRO,418,222,30,10485,881,2,2024,Tapajós
150100,AVEIRO,405,220,27,10730,1006,2,2025,Tapajós
150110,BAGRE,1173,647,105,19823,4,0,2025,Marajó
150110,BAGRE,1024,560,104,18957,5,0,2024,Marajó
150110,BAGRE,981,548,93,18109,5,0,2023,Marajó
150110,BAGRE,989,572,92,17839,5,0,2022,Marajó
150110,BAGRE,941,543,79,16364,5,0,2021,Marajó
150110,BAGRE,942,550,80,16387,5,0,2020,Marajó
150110,BAGRE,952,558,81,16770,4,0,2019,Marajó
150110,BAGRE,907,551,75,16177,5,1,2018,Marajó
150110,BAGRE,893,555,67,15836,5,1,2017,Marajó
150110,BAGRE,886,574,62,15516,4,4,2016,Marajó
150110,BAGRE,869,562,28,14857,4,17,2015,Marajó
150110,BAGRE,867,552,17,14765,3,40,2014,Marajó
150110,BAGRE,686,380,2,13956,2,35,2013,Marajó
150110,BAGRE,689,374,2,14186,0,33,2012,Marajó
150120,BAIÃO,1984,1968,23,18384,8,24,2012,Tocantins
150120,BAIÃO,2016,1978,26,19056,11,142,2013,Tocantins
150120,BAIÃO,2077,2083,31,19525,12,117,2014,Tocantins
150120,BAIÃO,2039,2187,31,19236,12,89,2015,Tocantins
150120,BAIÃO,2030,2295,34,19370,12,50,2016,Tocantins
150120,BAIÃO,1990,2276,34,19802,13,22,2017,Tocantins
150120,BAIÃO,1934,2191,38,20235,14,9,2018,Tocantins
150120,BAIÃO,1935,2220,31,21050,13,7,2019,Tocantins
150120,BAIÃO,1947,2196,32,21023,14,8,2020,Tocantins
150120,BAIÃO,2050,2268,35,21388,15,6,2021,Tocantins
150120,BAIÃO,2182,2292,51,22045,16,6,2022,Tocantins
150120,BAIÃO,2190,2253,54,22454,19,4,2023,Tocantins
150120,BAIÃO,2130,2153,49,22494,19,3,2024,Tocantins
150120,BAIÃO,2262,2179,47,23522,14,0,2025,Tocantins
150125,BANNACH,561,251,15,1868,139,1,2025,Araguaia
150125,BANNACH,519,252,12,1801,126,0,2024,Araguaia
150125,BANNACH,542,268,9,1821,137,0,2023,Araguaia
150125,BANNACH,470,272,7,1648,142,1,2022,Araguaia
150125,BANNACH,392,254,4,1243,144,1,2021,Araguaia
150125,BANNACH,375,248,3,1219,141,1,2020,Araguaia
150125,BANNACH,380,248,3,1254,151,1,2019,Araguaia
150125,BANNACH,355,238,3,1290,148,1,2018,Araguaia
150125,BANNACH,353,198,4,1378,129,5,2017,Araguaia
150125,BANNACH,344,183,4,1314,115,7,2016,Araguaia
150125,BANNACH,384,197,5,1468,111,12,2015,Araguaia
150125,BANNACH,411,198,13,1810,95,16,2014,Araguaia
150125,BANNACH,380,176,14,1806,86,17,2013,Araguaia
150125,BANNACH,352,165,15,1848,76,4,2012,Araguaia
150130,BARCARENA,7179,2387,398,73181,61,4,2025,Tocantins
150130,BARCARENA,6833,2225,395,72337,65,6,2024,Tocantins
150130,BARCARENA,6568,2163,407,72843,75,10,2023,Tocantins
150130,BARCARENA,5844,1905,356,68078,80,9,2022,Tocantins
150130,BARCARENA,4844,1583,238,60221,75,7,2021,Tocantins
150130,BARCARENA,4436,1455,230,57577,72,9,2020,Tocantins
150130,BARCARENA,4326,1434,243,59935,69,11,2019,Tocantins
150130,BARCARENA,3977,1357,217,60512,63,14,2018,Tocantins
150130,BARCARENA,3571,1208,197,61544,53,271,2017,Tocantins
150130,BARCARENA,3325,1055,189,61626,47,584,2016,Tocantins
150130,BARCARENA,3249,1054,191,60934,51,777,2015,Tocantins
150130,BARCARENA,3286,1085,187,62425,46,1165,2014,Tocantins
150130,BARCARENA,3000,1024,182,57474,37,1466,2013,Tocantins
150130,BARCARENA,2756,988,149,51837,38,528,2012,Tocantins
150140,BELÉM,86790,35364,3454,545580,1231,24,2025,Guajará
150140,BELÉM,87300,35001,3759,565920,1265,54,2024,Guajará
150140,BELÉM,91217,37360,4213,613283,1291,83,2023,Guajará
150140,BELÉM,84299,34992,3762,594979,1143,126,2022,Guajará
150140,BELÉM,69529,27677,2262,535399,904,149,2021,Guajará
150140,BELÉM,62435,24715,2056,504707,817,182,2020,Guajará
150140,BELÉM,59431,23234,1949,494099,770,137,2019,Guajará
150140,BELÉM,50679,20042,1659,445587,600,148,2018,Guajará
150140,BELÉM,45577,18127,1353,422426,475,556,2017,Guajará
150140,BELÉM,40235,16400,1133,396334,438,1299,2016,Guajará
150140,BELÉM,38494,16203,1005,385604,450,2204,2015,Guajará
150140,BELÉM,45235,19217,1066,403144,573,3546,2014,Guajará
150140,BELÉM,42955,18333,887,359995,556,3882,2013,Guajará
150140,BELÉM,42390,17962,744,338913,583,2590,2012,Guajará
150145,BELTERRA,1071,354,54,13617,364,1,2025,Baixo Amazonas
150145,BELTERRA,1023,343,56,13503,363,1,2024,Baixo Amazonas
150145,BELTERRA,923,330,62,13551,343,4,2023,Baixo Amazonas
150145,BELTERRA,669,276,51,13270,335,4,2022,Baixo Amazonas
150145,BELTERRA,608,285,48,12582,280,4,2021,Baixo Amazonas
150145,BELTERRA,608,297,49,11920,269,3,2020,Baixo Amazonas
150145,BELTERRA,651,326,52,12071,278,0,2019,Baixo Amazonas
150145,BELTERRA,700,343,49,12180,255,1,2018,Baixo Amazonas
150145,BELTERRA,723,392,36,12669,256,9,2017,Baixo Amazonas
150145,BELTERRA,712,393,22,12679,255,26,2016,Baixo Amazonas
150145,BELTERRA,714,325,21,13083,235,43,2015,Baixo Amazonas
150145,BELTERRA,781,230,27,14187,221,78,2014,Baixo Amazonas
150145,BELTERRA,820,230,25,14001,223,99,2013,Baixo Amazonas
150145,BELTERRA,805,231,22,13694,224,31,2012,Baixo Amazonas
150150,BENEVIDES,1800,518,98,24720,24,174,2012,Guajará
150150,BENEVIDES,2128,636,102,27167,28,702,2013,Guajará
150150,BENEVIDES,2427,758,127,31101,27,542,2014,Guajará
150150,BENEVIDES,2639,821,123,32221,24,368,2015,Guajará
150150,BENEVIDES,2631,819,102,32209,23,252,2016,Guajará
150150,BENEVIDES,2629,783,106,33542,25,72,2017,Guajará
150150,BENEVIDES,2410,747,97,35625,23,12,2018,Guajará
150150,BENEVIDES,2476,810,100,38137,24,15,2019,Guajará
150150,BENEVIDES,2434,806,98,37642,26,15,2020,Guajará
150150,BENEVIDES,2888,942,121,40019,27,16,2021,Guajará
150150,BENEVIDES,3606,1206,179,43937,31,12,2022,Guajará
150150,BENEVIDES,4071,1353,196,45490,69,14,2023,Guajará
150150,BENEVIDES,4356,1417,207,44314,98,7,2024,Guajará
150150,BENEVIDES,4534,1520,220,42128,124,5,2025,Guajará
150157,BOM JESUS DO TOCANTINS,202,210,7,7636,408,96,2012,Carajás
150157,BOM JESUS DO TOCANTINS,290,272,13,7972,425,56,2013,Carajás
150157,BOM JESUS DO TOCANTINS,372,324,16,8309,476,49,2014,Carajás
150157,BOM JESUS DO TOCANTINS,390,346,22,8048,513,36,2015,Carajás
150157,BOM JESUS DO TOCANTINS,391,345,21,7729,491,13,2016,Carajás
150157,BOM JESUS DO TOCANTINS,429,343,19,7940,491,8,2017,Carajás
150157,BOM JESUS DO TOCANTINS,404,358,19,7924,446,2,2018,Carajás
150157,BOM JESUS DO TOCANTINS,395,367,17,8420,439,2,2019,Carajás
150157,BOM JESUS DO TOCANTINS,390,361,18,8358,372,2,2020,Carajás
150157,BOM JESUS DO TOCANTINS,458,388,20,8966,392,2,2021,Carajás
150157,BOM JESUS DO TOCANTINS,516,421,27,9524,502,2,2022,Carajás
150157,BOM JESUS DO TOCANTINS,509,411,27,9594,595,1,2023,Carajás
150157,BOM JESUS DO TOCANTINS,543,396,31,9520,709,1,2024,Carajás
150157,BOM JESUS DO TOCANTINS,522,379,27,9600,789,0,2025,Carajás
150160,BONITO,965,681,10,7163,4,7,2012,Rio Caeté
150160,BONITO,1089,650,11,7663,8,59,2013,Rio Caeté
150160,BONITO,1200,640,12,8104,7,48,2014,Rio Caeté
150160,BONITO,1166,605,17,8081,7,26,2015,Rio Caeté
150160,BONITO,1146,583,15,7926,6,18,2016,Rio Caeté
150160,BONITO,1086,523,19,7706,5,6,2017,Rio Caeté
150160,BONITO,997,462,21,7488,5,1,2018,Rio Caeté
150160,BONITO,981,436,23,7583,6,0,2019,Rio Caeté
150160,BONITO,939,424,21,7372,6,0,2020,Rio Caeté
150160,BONITO,1027,441,28,7848,5,0,2021,Rio Caeté
150160,BONITO,1146,482,33,9007,6,0,2022,Rio Caeté
150160,BONITO,1161,462,35,9232,6,1,2023,Rio Caeté
150160,BONITO,1082,426,33,8980,5,2,2024,Rio Caeté
150160,BONITO,1082,407,29,8707,5,1,2025,Rio Caeté
150170,BRAGANÇA,1949,701,119,88078,34,6,2025,Rio Caeté
150170,BRAGANÇA,1917,669,122,87228,41,9,2024,Rio Caeté
150170,BRAGANÇA,1863,681,134,89103,41,9,2023,Rio Caeté
150170,BRAGANÇA,1806,687,119,87641,39,14,2022,Rio Caeté
150170,BRAGANÇA,1636,655,87,79842,33,10,2021,Rio Caeté
150170,BRAGANÇA,1606,669,80,77096,32,15,2020,Rio Caeté
150170,BRAGANÇA,1684,696,72,78732,32,22,2019,Rio Caeté
150170,BRAGANÇA,1751,719,74,76940,36,25,2018,Rio Caeté
150170,BRAGANÇA,1866,815,78,78018,41,109,2017,Rio Caeté
150170,BRAGANÇA,1851,838,67,75475,38,300,2016,Rio Caeté
150170,BRAGANÇA,1900,890,77,76758,40,436,2015,Rio Caeté
150170,BRAGANÇA,2005,931,66,80230,43,833,2014,Rio Caeté
150170,BRAGANÇA,1921,901,58,77096,43,1118,2013,Rio Caeté
150170,BRAGANÇA,1921,908,51,73872,41,1413,2012,Rio Caeté
150172,BRASIL NOVO,1348,838,28,7668,3,69,2012,Xingu
150172,BRASIL NOVO,1403,828,26,7990,4,92,2013,Xingu
150172,BRASIL NOVO,1489,824,36,8604,10,83,2014,Xingu
150172,BRASIL NOVO,1384,729,35,8293,11,40,2015,Xingu
150172,BRASIL NOVO,1315,675,35,8037,15,20,2016,Xingu
150172,BRASIL NOVO,1467,721,52,8867,16,10,2017,Xingu
150172,BRASIL NOVO,1669,750,58,9872,10,0,2018,Xingu
150172,BRASIL NOVO,1811,823,79,10521,12,2,2019,Xingu
150172,BRASIL NOVO,1812,843,80,10608,12,1,2020,Xingu
150172,BRASIL NOVO,1975,909,102,11354,12,3,2021,Xingu
150172,BRASIL NOVO,2269,1021,134,12534,13,2,2022,Xingu
150172,BRASIL NOVO,2392,1042,130,12742,23,1,2023,Xingu
150172,BRASIL NOVO,2308,950,104,12020,31,0,2024,Xingu
150172,BRASIL NOVO,2297,931,101,11813,29,0,2025,Xingu
150175,BREJO GRANDE DO ARAGUAIA,788,345,22,4659,318,1,2025,Carajás
150175,BREJO GRANDE DO ARAGUAIA,808,337,26,4751,262,1,2024,Carajás
150175,BREJO GRANDE DO ARAGUAIA,858,357,32,4859,259,1,2023,Carajás
150175,BREJO GRANDE DO ARAGUAIA,782,344,31,4574,234,1,2022,Carajás
150175,BREJO GRANDE DO ARAGUAIA,658,310,26,4206,146,2,2021,Carajás
150175,BREJO GRANDE DO ARAGUAIA,582,301,28,3994,141,2,2020,Carajás
150175,BREJO GRANDE DO ARAGUAIA,604,323,36,3996,154,2,2019,Carajás
150175,BREJO GRANDE DO ARAGUAIA,653,338,32,4045,157,1,2018,Carajás
150175,BREJO GRANDE DO ARAGUAIA,627,333,8,4296,194,4,2017,Carajás
150175,BREJO GRANDE DO ARAGUAIA,634,343,5,4443,204,9,2016,Carajás
150175,BREJO GRANDE DO ARAGUAIA,670,369,4,4656,206,11,2015,Carajás
150175,BREJO GRANDE DO ARAGUAIA,760,424,5,5035,209,20,2014,Carajás
150175,BREJO GRANDE DO ARAGUAIA,767,427,2,4938,173,22,2013,Carajás
150175,BREJO GRANDE DO ARAGUAIA,728,410,1,4731,147,14,2012,Carajás
150178,BREU BRANCO,2570,1846,27,28821,41,83,2012,Lago Tucuruí
150178,BREU BRANCO,2570,1904,40,29018,37,151,2013,Lago Tucuruí
150178,BREU BRANCO,2399,1815,44,29514,37,145,2014,Lago Tucuruí
150178,BREU BRANCO,1972,1479,48,27869,34,94,2015,Lago Tucuruí
150178,BREU BRANCO,1759,1285,66,26852,28,61,2016,Lago Tucuruí
150178,BREU BRANCO,1938,1371,67,25800,20,34,2017,Lago Tucuruí
150178,BREU BRANCO,2082,1474,65,24669,14,5,2018,Lago Tucuruí
150178,BREU BRANCO,2164,1661,60,24742,16,3,2019,Lago Tucuruí
150178,BREU BRANCO,2113,1609,63,24029,18,4,2020,Lago Tucuruí
150178,BREU BRANCO,2331,1724,72,24745,22,4,2021,Lago Tucuruí
150178,BREU BRANCO,2923,2029,111,27804,22,2,2022,Lago Tucuruí
150178,BREU BRANCO,3260,2097,124,28499,23,2,2023,Lago Tucuruí
150178,BREU BRANCO,3348,2130,116,27953,29,4,2024,Lago Tucuruí
150178,BREU BRANCO,3922,2379,121,27753,32,4,2025,Lago Tucuruí
150180,BREVES,4998,1408,588,83295,82,9,2022,Marajó
150180,BREVES,4805,1526,114,58354,69,714,2012,Marajó
150180,BREVES,5043,1519,135,63272,65,1078,2013,Marajó
150180,BREVES,5125,1478,160,67333,63,876,2014,Marajó
150180,BREVES,4627,1351,198,66047,53,301,2015,Marajó
150180,BREVES,4374,1257,221,67654,55,130,2016,Marajó
150180,BREVES,4262,1296,254,70822,58,84,2017,Marajó
150180,BREVES,3986,1211,311,70676,59,8,2018,Marajó
150180,BREVES,3932,1182,372,73892,59,6,2019,Marajó
150180,BREVES,3825,1157,380,73754,58,6,2020,Marajó
150180,BREVES,4065,1147,402,74446,59,5,2021,Marajó
